,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,175.0,392.0,434.0,88.0,75.0,10.0,0.0,3.0,45.0,28.0,22.0,7.0,80.0,3.0,3.0,14.0,3.0,6.0,4.0,0.224,5.1,18.4,0.28,0.269,0.273,0.542,0.048,0.272,20.0,-32.5,0.238,41.0
1,Total,Away,173.0,406.0,444.0,96.0,72.0,19.0,2.0,3.0,41.0,36.0,27.0,1.0,96.0,3.0,2.0,6.0,8.0,9.0,5.0,0.236,6.1,21.6,0.28,0.288,0.315,0.603,0.079,0.301,32.0,-21.5,0.269,58.0
