,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,34.0,76.0,79.0,20.0,9.0,8.0,2.0,1.0,12.0,5.0,2.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.263,2.5,27.8,0.09,0.291,0.461,0.752,0.197,0.358,9.0,0.2,0.317,92.0
1,Total,Away,36.0,77.0,83.0,8.0,4.0,4.0,0.0,0.0,6.0,3.0,3.0,0.0,29.0,1.0,0.0,2.0,1.0,0.0,0.0,0.104,3.6,34.9,0.1,0.148,0.156,0.304,0.052,0.167,-2.0,-11.3,0.14,-22.0
