,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,65.0,138.0,148.0,33.0,22.0,6.0,0.0,5.0,21.0,18.0,10.0,1.0,29.0,0.0,0.0,0.0,6.0,3.0,1.0,0.239,6.8,19.6,0.34,0.291,0.391,0.682,0.152,0.269,14.0,-3.8,0.296,77.0
1,Total,Away,77.0,161.0,178.0,44.0,29.0,12.0,1.0,2.0,14.0,17.0,10.0,1.0,28.0,0.0,3.0,4.0,5.0,1.0,3.0,0.273,5.6,15.7,0.36,0.31,0.398,0.708,0.124,0.313,18.0,-3.2,0.305,83.0
