,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,645.0,2314.0,2597.0,627.0,477.0,98.0,36.0,16.0,348.0,169.0,233.0,7.0,516.0,7.0,15.0,28.0,17.0,163.0,40.0,0.271,9.0,19.9,0.45,0.337,0.365,0.703,0.094,0.34,285.0,-13.2,0.313,93.0
1,Total,Away,654.0,2470.0,2726.0,645.0,499.0,93.0,33.0,20.0,330.0,192.0,212.0,6.0,608.0,12.0,8.0,24.0,17.0,178.0,54.0,0.261,7.8,22.3,0.35,0.322,0.35,0.671,0.089,0.338,269.0,-42.9,0.299,84.0
