,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,16.0,23.0,30.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.174,20.0,30.0,0.67,0.345,0.261,0.606,0.087,0.286,3.0,-0.8,0.294,70.0
1,Total,Away,15.0,27.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,1.0,0.074,3.6,50.0,0.07,0.107,0.074,0.181,0.0,0.154,-2.0,-5.5,0.089,-61.0
