"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"James Paxton","Mariners","SF @ SEA",".47","6.60","27.17","5.99","3.94","1.26",".07",".72","1.92","7.96","24.70","41.47","23.15","11828"
"Aaron Nola","Phillies","LAD @ PHI",".36","6.17","25.48","5.29","3.15","1.12",".10",".92","2.13","6.85","21.17","35.67","19.60","16149"
"Kyle Hendricks","Cubs","ARI @ CHC",".45","6.44","26.65","5.65","3.64","1.16",".18",".68","2.24","6.18","20.70","35.57","19.20","12049"
"Jose Berrios","Twins","MIN @ TOR",".39","6.20","25.77","5.19","2.94","1.17",".08","1.00","2.49","6.57","20.28","34.76","18.84","14168"
"Gerrit Cole","Astros","HOU @ COL",".42","6.02","25.72","6.09","3.66","1.21",".17","1.05","2.13","7.07","19.46","34.36","18.36","13125"
"Felix Pena","Angels","CWS @ LAA",".40","5.78","24.51","5.70","3.63","1.05",".11",".92","2.02","6.71","19.23","33.44","18.02","13403"
"Kenta Maeda","Dodgers","LAD @ PHI",".33","5.55","23.26","4.94","2.99",".99",".12",".85","2.16","6.73","19.46","32.91","18.17","18498"
"Masahiro Tanaka","Yankees","NYY @ TB",".47","5.88","24.47","5.78","3.83","1.15",".16",".64","1.65","5.86","18.94","32.51","17.53","15764"
"Zack Wheeler","Mets","SD @ NYM",".39","5.79","24.46","5.40","3.69",".92",".08",".70","2.30","5.95","18.20","31.86","16.97","10310"
"Julio Teheran","Braves","ATL @ MIA",".40","6.09","25.41","5.59","3.75","1.08",".18",".59","2.09","5.29","17.96","31.35","16.56","6797"
"Shane Bieber","Indians","PIT @ CLE",".44","5.98","25.22","6.59","4.15","1.50",".11",".83","1.20","4.96","16.07","28.67","14.77","19427"
"Wei-Yin Chen","Marlins","ATL @ MIA",".33","6.21","25.85","6.31","4.27","1.30",".14",".59","1.52","4.50","15.94","28.48","14.53","13071"
"Drew Pomeranz","Red Sox","BOS @ BAL",".40","5.61","24.33","5.74","3.55","1.06",".06","1.08","2.22","5.39","15.38","28.08","14.40","11426"
"Burch Smith","Royals","DET @ KC",".34","5.68","24.72","6.03","4.02","1.26",".14",".61","2.28","4.96","14.34","27.04","13.45","12784"
"Austin Gomber","Cardinals","STL @ CIN",".41","5.51","24.20","5.62","3.68",".99",".09",".86","2.67","5.04","14.05","26.64","13.26","16561"
"Mike Minor","Rangers","OAK @ TEX",".36","5.69","24.61","5.99","3.26","1.46",".13","1.14","2.00","5.09","14.35","26.51","13.34","10021"
"Yonny Chirinos","Rays","NYY @ TB",".24","5.54","23.70","5.61","3.29","1.12",".09","1.12","1.95","5.05","14.25","25.82","13.14","16401"
"Ryan Borucki","Blue Jays","MIN @ TOR",".31","5.82","24.98","5.65","3.51","1.33",".10",".71","2.44","4.43","13.93","26.02","12.85","16350"
"Clay Buchholz","Diamondbacks","ARI @ CHC",".27","5.60","24.41","5.71","3.43","1.28",".16",".84","2.45","4.93","13.76","25.98","12.86","3543"
"Junior Guerra","Brewers","WSH @ MIL",".32","5.56","24.27","5.13","3.06","1.10",".10",".86","3.02","4.75","13.64","25.78","12.75","5702"
"Jeremy Hellickson","Nationals","WSH @ MIL",".36","5.79","24.65","5.91","3.43","1.30",".13","1.05","1.90","4.41","13.86","25.52","12.72","4371"
"Eric Lauer","Padres","SD @ NYM",".30","5.57","24.51","5.89","3.83","1.22",".11",".74","2.52","4.54","12.70","24.77","11.93","19316"
"Andrew Suarez","Giants","SF @ SEA",".26","5.56","24.18","6.40","4.26","1.10",".12",".92","1.70","4.54","12.59","24.13","11.70","18300"
"Jordan Zimmermann","Tigers","DET @ KC",".34","5.55","23.75","6.33","4.02","1.34",".14",".83","1.30","4.11","12.80","23.75","11.71","4505"
"Yefry Ramirez","Orioles","BOS @ BAL",".27","5.48","24.02","5.93","3.52","1.20",".07","1.14","2.23","4.56","12.09","23.52","11.27","15655"
"Carlos Rodon","White Sox","CWS @ LAA",".28","5.32","23.82","5.65","3.53","1.10",".07",".95","2.80","4.50","11.33","22.91","10.75","16137"
"Tyler Anderson","Rockies","HOU @ COL",".27","5.50","24.21","6.45","4.11","1.32",".13",".89","1.86","4.01","10.92","21.94","10.15","12880"
"Frankie Montas","Athletics","OAK @ TEX",".30","5.15","23.38","5.69","3.42","1.12",".16",".99","2.85","4.32","10.10","21.31","9.67","14309"
"Joe Musgrove","Pirates","PIT @ CLE",".25","5.35","23.80","6.36","3.70","1.44",".09","1.13","1.92","3.94","9.82","20.36","9.16","12970"
"Homer Bailey","Reds","STL @ CIN",".26","5.58","25.00","6.60","4.00","1.25",".08","1.28","2.22","3.87","9.49","20.46","8.90","8362"
