"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Corey Kluber","Indians","CWS @ CLE",".62","7.37","28.49","5.67","3.52","1.27",".10",".77","1.19","9.75","33.03","51.83","30.88","2429"
"Charlie Morton","Astros","TB @ HOU",".49","6.43","26.60","5.45","3.57","1.14",".22",".52","2.44","7.64","23.94","40.46","22.44","4676"
"Ross Stripling","Dodgers","LAD @ CHC",".40","6.66","27.00","5.81","3.77","1.24",".14",".66","1.67","6.67","22.74","37.89","21.02","13273"
"Jon Lester","Cubs","LAD @ CHC",".35","6.43","26.40","5.03","3.16","1.14",".11",".63","2.61","6.23","20.98","35.65","19.37","4930"
"J.A. Happ","Blue Jays","ATL @ TOR",".46","6.84","28.35","6.47","4.12","1.46",".14",".76","1.96","6.06","20.49","35.53","19.16","7410"
"Tyler Mahle","Reds","DET @ CIN",".38","6.28","25.87","5.65","3.46","1.25",".10",".84","1.91","5.91","19.43","33.27","17.88","16358"
"Frankie Montas","Athletics","OAK @ SD",".43","6.10","25.81","5.69","3.73",".96",".20",".80","2.45","6.09","18.60","32.97","17.41","14309"
"Michael Wacha","Cardinals","STL @ PHI",".35","5.93","25.11","5.54","3.41","1.06",".10",".97","2.30","6.22","18.23","32.06","17.00","14078"
"Chad Kuhl","Pirates","MIL @ PIT",".34","6.26","26.25","5.61","3.66","1.14",".08",".74","2.51","5.68","18.14","32.19","16.85","14975"
"Gio Gonzalez","Nationals","BAL @ WSH",".41","6.49","27.42","6.31","4.16","1.26",".06",".83","2.24","5.50","17.85","32.09","16.66","7448"
"Derek Holland","Giants","MIA @ SF",".38","5.99","25.30","5.57","3.78","1.19",".16",".43","2.35","5.24","17.36","30.88","16.10","4141"
"David Price","Red Sox","BOS @ MIN",".44","5.76","24.65","5.75","3.64","1.31",".11",".69","2.17","5.45","16.57","29.75","15.48","3184"
"Anibal Sanchez","Braves","ATL @ TOR",".30","6.36","26.93","6.41","3.39","1.48",".08","1.47","1.93","5.74","16.59","29.70","15.43","3284"
"Jose Urena","Marlins","MIA @ SF",".36","6.58","28.24","6.63","4.60","1.36",".19",".49","2.57","4.60","15.41","29.34","14.55","11589"
"Jakob Junis","Royals","TEX @ KC",".34","6.06","25.56","5.98","3.82","1.16",".15",".85","2.01","5.07","16.02","28.84","14.75","13619"
"Brent Suter","Brewers","MIL @ PIT",".38","5.91","24.55","5.96","4.16","1.12",".16",".52","1.47","4.16","15.40","27.15","13.97","13942"
"Jake Arrieta","Phillies","STL @ PHI",".31","5.24","21.87","4.68","2.87",".90",".06",".85","1.90","4.98","15.69","26.54","14.39","4153"
"Michael Fulmer","Tigers","DET @ CIN",".34","5.81","24.71","5.39","3.56","1.05",".09",".70","2.46","4.44","14.62","26.71","13.46","13218"
"Austin Bibens-Dirkx","Rangers","TEX @ KC",".39","6.31","26.55","6.78","4.37","1.37",".22",".81","1.45","3.96","14.18","26.21","12.95","9559"
"Joey Lucchesi","Padres","OAK @ SD",".28","5.28","23.00","5.12","3.07","1.07",".07",".91","2.51","5.07","13.95","25.54","13.05","19320"
"Andrew Cashner","Orioles","BAL @ WSH",".32","5.88","25.89","6.13","3.95","1.31",".13",".74","2.75","4.20","12.27","24.66","11.52","8782"
"Jonathan Loaisiga","Yankees","SEA @ NYY",".35","5.53","24.57","6.05","3.78","1.01",".08","1.18","2.57","4.85","12.32","24.48","11.66","19753"
"Nathan Eovaldi","Rays","TB @ HOU",".25","6.02","25.97","7.07","4.56","1.49",".15",".87","1.46","4.15","12.38","24.12","11.45","9132"
"Seth Lugo","Mets","NYM @ COL",".32","5.01","22.16","6.09","3.76","1.27",".22",".85","1.43","4.54","11.98","22.82","11.38","12447"
"Chad Bettis","Rockies","NYM @ COL",".30","5.45","24.04","6.30","3.70","1.40",".18","1.02","1.91","4.45","11.72","23.07","10.95","10587"
"Lance Lynn","Twins","BOS @ MIN",".25","5.53","24.81","6.04","3.60","1.31",".09","1.05","2.79","4.40","10.78","22.52","10.22","2520"
"Reynaldo Lopez","White Sox","CWS @ CLE",".18","5.70","25.33","6.11","3.45","1.59",".08",".99","2.72","4.19","10.62","22.14","10.00","16400"
"Felix Hernandez","Mariners","SEA @ NYY",".28","4.90","21.91","5.14","2.86",".95",".07","1.26","2.56","4.40","10.56","20.82","9.98","4772"
