"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Corey Kluber","Indians","MIN @ CLE",".53","7.03","28.01","5.87","3.47","1.42",".08",".90","1.50","8.31","27.51","44.46","25.68","2429"
"Ross Stripling","Dodgers","SF @ LAD",".51","6.79","27.22","6.13","4.03","1.25",".07",".78","1.20","6.49","23.30","38.38","21.46","13273"
"James Paxton","Mariners","BOS @ SEA",".42","6.15","25.16","5.58","3.55","1.18",".06",".79","1.64","6.74","21.60","36.11","19.95","11828"
"Zack Godley","Diamondbacks","NYM @ ARI",".38","6.22","26.41","5.20","3.12","1.18",".15",".76","3.09","6.98","20.52","36.00","19.32","14862"
"Charlie Morton","Astros","HOU @ KC",".50","6.34","26.56","5.81","3.64","1.31",".14",".72","2.23","6.17","20.08","34.90","18.72","4676"
"Reynaldo Lopez","White Sox","DET @ CWS",".42","6.48","27.10","5.89","3.77","1.32",".12",".68","2.34","5.42","18.48","32.65","17.12","16400"
"Tyler Skaggs","Angels","LAA @ OAK",".38","5.99","25.52","5.41","3.19","1.31",".09",".81","2.61","6.11","18.31","32.39","17.13","10190"
"Jon Lester","Cubs","CHC @ STL",".41","6.15","25.84","5.80","3.81","1.04",".10",".85","2.18","5.64","18.03","31.83","16.75","4930"
"Kevin Gausman","Orioles","MIA @ BAL",".42","6.18","26.17","6.48","4.22","1.24",".08",".96","1.70","5.57","17.24","30.84","16.03","14107"
"Jonathan Loaisiga","Yankees","TB @ NYY",".41","5.89","25.27","6.10","3.84","1.13",".09","1.04","2.12","5.78","16.53","30.04","15.48","sa737372"
"Brent Suter","Brewers","PHI @ MIL",".33","5.63","23.55","5.59","3.53","1.07",".13",".87","1.56","5.41","16.76","28.91","15.41","13942"
"Gio Gonzalez","Nationals","WSH @ TOR",".40","6.14","26.51","5.96","3.35","1.51",".10","1.00","2.68","5.31","15.69","29.19","14.73","7448"
"Mike Fiers","Tigers","DET @ CWS",".30","5.66","24.14","5.70","3.49","1.08",".20",".93","2.03","5.60","16.02","28.71","14.91","7754"
"Michael Wacha","Cardinals","CHC @ STL",".31","6.00","25.55","6.05","3.84","1.25",".12",".84","2.06","5.04","15.50","28.28","14.34","14078"
"Chris Bassitt","Athletics","LAA @ OAK",".33","5.92","25.65","5.25","3.29","1.13",".07",".75","3.27","5.06","15.11","28.40","14.16","12304"
"Seth Lugo","Mets","NYM @ ARI",".33","5.39","22.85","5.34","3.33","1.13",".23",".64","1.68","5.10","15.84","27.67","14.81","12447"
"Rick Porcello","Red Sox","BOS @ SEA",".31","6.13","26.14","6.76","4.40","1.25",".13",".98","1.63","5.10","15.15","28.00","14.07","2717"
"Chad Kuhl","Pirates","CIN @ PIT",".38","6.03","26.04","6.12","4.15","1.17",".14",".66","2.46","4.65","14.56","27.60","13.57","14975"
"Brandon McCarthy","Braves","SD @ ATL",".35","5.64","24.02","5.98","3.86","1.14",".14",".84","1.75","4.95","14.91","27.03","13.80","4662"
"Jake Arrieta","Phillies","PHI @ MIL",".32","5.12","21.75","4.76","2.96","1.01",".09",".71","2.13","4.86","14.72","25.55","13.63","4153"
"Nathan Eovaldi","Rays","TB @ NYY",".29","5.67","24.68","6.24","3.54","1.18",".08","1.44","1.90","5.15","13.51","25.43","12.58","9132"
"Aaron Sanchez","Blue Jays","WSH @ TOR",".32","5.82","25.70","5.60","3.47","1.30",".12",".72","3.32","4.45","12.60","25.25","11.90","11490"
"Clayton Richard","Padres","SD @ ATL",".35","5.86","25.85","6.70","4.44","1.40",".16",".70","2.23","4.34","12.43","24.99","11.71","3551"
"Jose Urena","Marlins","MIA @ BAL",".32","6.01","26.49","6.62","4.05","1.25",".06","1.26","2.37","4.53","12.24","24.46","11.52","11589"
"Derek Holland","Giants","SF @ LAD",".23","5.45","23.82","5.46","3.10","1.21",".07","1.07","2.56","4.58","12.36","23.73","11.51","4141"
"Kyle Gibson","Twins","MIN @ CLE",".23","5.38","23.87","5.63","3.27","1.32",".07",".96","2.66","4.60","11.70","23.20","11.02","10123"
"Jakob Junis","Royals","HOU @ KC",".24","5.79","25.21","6.69","4.32","1.33",".14",".90","1.75","4.02","11.54","22.93","10.65","13619"
"Chad Bettis","Rockies","COL @ TEX",".36","5.35","23.80","5.87","3.39","1.27",".14","1.06","2.42","4.21","11.05","22.20","10.38","10587"
"Matt Harvey","Reds","CIN @ PIT",".32","5.53","24.04","6.25","4.06","1.25",".16",".78","1.81","3.60","11.05","21.81","10.16","11713"
"Yohander Mendez","Rangers","COL @ TEX",".28","5.33","24.21","6.24","3.69","1.22",".14","1.20","2.57","4.20","9.50","20.68","9.06","14391"
