PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,NAME,OL,2H,BPC,PPC,MPC,CATCHER,UMPIRE,PARK,ROOF,PLATOON,GVF,HFA,DH,DK,IP,ERA,W,L,QS,CG,CGSH,K,BB,HBP,H,HR,ER,FPTS,FPTS/$
15859,Gerrit Cole,12000,OAK,SP,HOU,46178,Gerrit Cole,false,&nbsp,,101,112,125,Martin Maldonado,&nbsp,,HOU,Closed,6,---,true,true,26.63,6.88,2.98,0.57,0.22,0.6,0.04,0.02,8.87,2.06,0.31,5.15,26.63,2.22
13434,Patrick Corbin,11500,SFG,SP,ARI,46179,Patrick Corbin,false,&nbsp,,96,106,118,Jeff Mathis,&nbsp,,SFG,&nbsp,,3,---,false,false,23.12,6.52,3.08,0.48,0.27,0.54,0.06,0.03,7.68,1.99,0.16,23.12,2.01
11494,Stephen Strasburg,9100,PHI,SP,WAS,46176,Stephen Strasburg,true,&nbsp,,103,99,99,Matt Wieters,&nbsp,,PHI,&nbsp,,4,---,false,false,20.85,6.05,3.79,0.4,0.32,0.48,0.04,0.02,7.4,1.87,0.15,20.85,2.29
17451,Masahiro Tanaka,9500,CHW,SP,NYY,46181,Masahiro Tanaka,false,&nbsp,,89,93,117,Kyle Higashioka,&nbsp,,NYY,&nbsp,,4,---,true,true,20.44,5.84,3.73,0.47,0.23,0.44,0.01,0.01,7.07,1.17,0.16,20.44,2.15
17630,Jon Gray,8700,LAA,SP,COL,46182,Jon Gray,false,&nbsp,,100,106,125,Tony Wolters,&nbsp,,LAA,&nbsp,,5,---,false,true,19.9,6.59,3.52,0.46,0.3,0.56,0.06,0.03,6.49,1.87,0.28,19.9,2.29
18006,Odrisamer Despaigne,4100,COL,SP,LAA,46182,Odrisamer Despaigne,false,&nbsp,,97,93,113,Francisco Arcia,&nbsp,,LAA,&nbsp,,4,---,true,true,12.83,5.62,4.56,0.28,0.41,0.42,0.01,0,4.76,1.9,0.25,12.83,3.13
35145,Zach Eflin,7300,WAS,SP,PHI,46176,Zach Eflin,false,&nbsp,,89,84,115,Wilson Ramos,&nbsp,,PHI,&nbsp,,4,---,true,false,12.02,5.24,4.67,0.28,0.39,0.36,0,0,4.32,1.38,0.16,12.02,1.65
17627,Noah Syndergaard,10100,CHC,SP,NYM,46177,Noah Syndergaard,true,&nbsp,,96,85,123,Kevin Plawecki,&nbsp,,CHC,&nbsp,,3,---,false,false,11.88,5.03,5.3,0.27,0.38,0.34,0.02,0.01,4.86,1.42,0.19,11.88,1.18
34703,Chris Stratton,6000,ARI,SP,SFG,46179,Chris Stratton,false,&nbsp,,94,91,116,Nick Hundley,&nbsp,,SFG,&nbsp,,3,---,true,false,11.66,5.46,4.47,0.25,0.44,0.39,0,0,4.23,2.01,0.16,11.66,1.94
10969,Jon Lester,8200,NYM,SP,CHC,46177,Jon Lester,false,&nbsp,,95,83,125,Willson Contreras,&nbsp,,CHC,&nbsp,,3,---,true,false,11.55,4.91,5.49,0.3,0.33,0.32,0,0,4.73,1.67,0.17,11.55,1.41
36761,Sam Gaviglio,7000,BAL,SP,TOR,46180,Sam Gaviglio,true,&nbsp,,90,82,109,Luke Maile,&nbsp,,BAL,&nbsp,,5,---,false,true,10.87,5.04,4.96,0.29,0.36,0.33,0.02,0.01,4.05,1.34,0.19,10.87,1.55
37990,David Hess,4400,TOR,SP,BAL,46180,David Hess,true,&nbsp,,88,80,119,Caleb Joseph,&nbsp,,BAL,&nbsp,,5,2-0,true,true,9.83,4.91,5.04,0.29,0.35,0.31,0,0,3.59,1.76,0.16,9.83,2.23
18858,Carlos Rodon,8500,NYY,SP,CHW,46181,Carlos Rodon,true,&nbsp,,99,84,116,Omar Narvaez,&nbsp,,NYY,&nbsp,,0,---,false,true,9.7,4.73,5.84,0.18,0.48,0.3,0.01,0,4.46,2.09,0.16,9.7,1.14
10656,Brett Anderson,5700,HOU,SP,OAK,46178,Brett Anderson,true,&nbsp,,86,77,108,Josh Phegley,&nbsp,,HOU,Closed,1,0-2,false,true,6.97,4.61,5.12,0.17,0.49,0.26,0,0,2.75,1.72,0.14,5.23,6.97,1.22
