PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,NAME,OL,2H,BPC,PPC,MPC,CATCHER,UMPIRE,PARK,ROOF,PLATOON,GVF,HFA,DH,DK,IP,ERA,W,L,QS,CG,CGSH,K,BB,HBP,H,HR,ER,FPTS,FPTS/$
21546,Luis Severino,10300,BAL,SP,NYY,46163,Luis Severino,false,&nbsp,,99,110,118,Austin Romine,Mark Ripperger (EP),BAL,&nbsp,,6,---,false,true,25.57,6.95,3.01,0.53,0.27,0.61,0.07,0.03,8.35,1.49,0.2,5.79,25.57,2.48
11175,Zack Greinke,10300,SEA,SP,ARI,46174,Zack Greinke,false,&nbsp,,96,107,121,Alex Avila,Jeremie Rehak (P),ARI,Closed,5,---,true,false,23.29,7.03,3.03,0.54,0.26,0.63,0.05,0.02,7.04,1.22,0.16,5.69,0.7,23.29,2.26
22658,Blake Snell,10700,BOS,SP,TBR,46161,Blake Snell,true,&nbsp,,95,103,123,Michael Perez,Todd Tichenor (N),TBR,&nbsp,,3,---,true,true,19.88,6.17,3.36,0.38,0.35,0.49,0.02,0.01,6.8,2.57,0.17,4.9,19.88,1.86
15840,Kevin Gausman,8100,MIA,SP,ATL,46164,Kevin Gausman,true,&nbsp,,98,109,120,Tyler Flowers,Fieldin Culbreth (H),MIA,Closed,4,---,false,false,19.31,7.13,2.93,0.45,0.34,0.64,0.08,0.03,5.37,1.58,0.21,6.25,0.48,19.31,2.38
42487,Pablo Lopez,6200,ATL,SP,MIA,46164,Pablo Lopez,true,&nbsp,,96,107,113,Bryan Holaday,Fieldin Culbreth (H),MIA,Closed,4,---,true,false,18.95,7.16,3,0.42,0.37,0.65,0.05,0.02,5.34,1.55,0.28,5.78,0.65,18.95,3.06
14542,Hyun-Jin Ryu,9200,SDP,SP,LAD,46166,Hyun-Jin Ryu,false,&nbsp,,86,92,108,Yasmani Grandal,Ryan Additon (H),LAD,&nbsp,,1,---,true,false,18.57,5.8,3.49,0.46,0.24,0.43,0.01,0.01,6.05,1.41,0.07,5.13,18.57,2.02
17449,Chris Archer,8200,MIL,SP,PIT,46175,Chris Archer,true,&nbsp,,92,92,125,Elias Diaz,Chris Segal (P),MIL,Open,6,---,false,false,17.66,5.62,4.08,0.31,0.39,0.41,0.03,0.01,6.49,1.57,0.19,5.27,0.95,17.66,2.15
11440,Nathan Eovaldi,7800,TBR,SP,BOS,46161,Nathan Eovaldi,true,&nbsp,,94,99,107,Sandy Leon,Todd Tichenor (N),TBR,&nbsp,,3,---,false,true,17.34,6.17,3.59,0.36,0.37,0.49,0.05,0.02,5.74,1.64,0.14,5.89,17.34,2.22
11037,Derek Holland,8000,TEX,SP,SFG,46169,Derek Holland,false,&nbsp,,91,98,116,Buster Posey,John Libka (H),SFG,&nbsp,,4,0-2,true,false,17.26,6.12,3.41,0.46,0.27,0.48,0.02,0.01,5.35,1.92,0.29,5.2,17.26,2.16
351838,Shane Bieber,8600,KCR,SP,CLE,46172,Shane Bieber,false,&nbsp,,94,97,106,Roberto Perez,Gary Cederstrom (H),KCR,&nbsp,,4,---,false,true,17.1,6.27,3.85,0.48,0.25,0.51,0.05,0.02,5.36,0.97,0.16,6.28,17.1,1.99
