PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,NAME,OL,2H,BPC,PPC,MPC,CATCHER,UMPIRE,PARK,ROOF,PLATOON,GVF,HFA,DH,DK,IP,ERA,W,L,QS,CG,CGSH,K,BB,HBP,H,HR,ER,FPTS,FPTS/$
17596,Steven Matz,6400,WAS,SP,NYM,46165,Steven Matz,true,&nbsp,,94,99,102,Tomas Nido,Nic Lentz (H),NYM,&nbsp,,2,---,true,false,17.04,6.14,3.64,0.4,0.32,0.49,0.02,0.01,5.51,1.91,0.2,5.39,17.04,2.66
35029,Jose Berrios,8400,OAK,SP,MIN,46167,Jose Berrios,true,&nbsp,,98,95,125,Mitch Garver,Jansen Visconti (N),MIN,&nbsp,,6,---,true,true,16.67,5.66,4.53,0.36,0.33,0.43,0.01,0,6.31,1.84,0.39,5.26,16.67,1.98
13839,Dylan Bundy,7500,NYY,SP,BAL,46163,Dylan Bundy,false,&nbsp,,97,96,123,Caleb Joseph,Mark Ripperger (EP),BAL,&nbsp,,6,0-1,true,true,15.71,5.99,4.32,0.27,0.45,0.48,0.02,0.01,5.68,1.65,0.19,5.28,15.71,2.09
500626,Michael Kopech,9800,DET,SP,CHW,46173,Michael Kopech,true,&nbsp,,90,89,107,Omar Narvaez,Hunter Wendelstedt (EP),DET,&nbsp,,4,---,false,true,15.21,5.18,4.32,0.32,0.34,0.34,0.02,0.01,5.73,2.17,0.27,4.75,15.21,1.55
16126,Tyler Anderson,6900,STL,SP,COL,46168,Tyler Anderson,false,&nbsp,,94,88,114,Chris Iannetta,Lance Barrett (P),COL,&nbsp,,2,---,true,false,14.72,5.33,4.76,0.38,0.27,0.38,0,0,5.5,1.4,0.15,5.47,14.72,2.13
16517,Kyle Hendricks,8000,CIN,SP,CHC,46170,Kyle Hendricks,true,&nbsp,,93,92,115,Willson Contreras,David Rackley (H),CHC,&nbsp,,5,---,true,false,14.47,5.85,4.28,0.47,0.23,0.45,0.01,0.01,4.67,1.24,0.29,5.78,14.47,1.81
16064,Chase Anderson,7700,PIT,SP,MIL,46175,Chase Anderson,true,&nbsp,,87,88,119,Manny Pina,Chris Segal (P),MIL,Open,5,---,true,false,14.24,5.57,4.01,0.36,0.33,0.4,0,0,4.66,1.41,0.24,5.18,0.8,14.24,1.85
11014,Marco Estrada,6000,PHI,SP,TOR,46171,Marco Estrada,false,&nbsp,,97,93,118,Danny Jansen,Chad Whitson (N),TOR,Open,3,1-2,true,true,14.11,5.71,4.6,0.33,0.36,0.44,0.01,0,4.96,1.85,0.13,5.1,1.18,14.11,2.35
18877,Vincent Velasquez,7900,TOR,SP,PHI,46171,Vince Velasquez,false,&nbsp,,93,89,114,Jorge Alfaro,Chad Whitson (N),TOR,Open,6,---,false,true,13.78,5.3,4.61,0.32,0.35,0.37,0.02,0.01,5.11,1.85,0.22,5.13,0.96,13.78,1.74
10937,Jordan Zimmermann,7400,CHW,SP,DET,46173,Jordan Zimmermann,true,&nbsp,,90,84,111,James McCann,Hunter Wendelstedt (EP),DET,&nbsp,,4,1-2,true,true,13.27,5.18,4.84,0.29,0.37,0.35,0,0,5.01,1.06,0.17,5.47,13.27,1.79
142335,Jefry Rodriguez,5900,NYM,SP,WAS,46165,Jefry Rodriguez,true,&nbsp,,84,83,108,Spencer Kieboom,Nic Lentz (H),NYM,&nbsp,,6,---,false,false,11.75,4.89,4.29,0.26,0.39,0.29,0.01,0,4.22,2.2,0.24,4.42,11.75,1.99
11000,Mike Leake,7500,ARI,SP,SEA,46174,Mike Leake,false,&nbsp,,90,90,119,Mike Zunino,Jeremie Rehak (P),ARI,Closed,5,3-1,false,false,11.3,5.69,4.24,0.25,0.45,0.42,0.03,0.02,3.65,1.29,0.21,6.04,0.69,11.3,1.51
503797,Framber Valdez,5900,LAA,SP,HOU,46162,Framber Valdez,false,&nbsp,,86,85,99,Martin Maldonado,Mike Estabrook (EP),LAA,&nbsp,,1,2-1,false,true,11.3,4.95,4.37,0.32,0.32,0.3,0.01,0.01,4.04,2.27,0.21,4.9,11.3,1.92
14630,Robbie Erlin,5500,LAD,SP,SDP,46166,Robbie Erlin,false,&nbsp,,93,81,91,Austin Hedges,Ryan Additon (H),LAD,&nbsp,,1,---,false,false,9.94,4.89,5.52,0.18,0.48,0.32,0.01,0,4.1,1.28,0.07,5.45,9.94,1.81
35695,Felix Pena,7300,HOU,SP,LAA,46162,Felix Pena,false,&nbsp,,79,74,92,Rene Rivera,Mike Estabrook (EP),LAA,&nbsp,,6,---,true,true,9.87,4.5,4.68,0.24,0.39,0.23,0,0,3.64,1.59,0.26,4.34,9.87,1.35
10911,Yovani Gallardo,5300,SFG,SP,TEX,46169,Yovani Gallardo,false,&nbsp,,90,87,114,Robinson Chirinos,John Libka (H),SFG,&nbsp,,3,---,false,false,9.66,5.14,4.54,0.23,0.45,0.34,0.02,0.01,3.43,2.26,0.1,5.22,9.66,1.82
17633,Chris Bassitt,5300,MIN,SP,OAK,46167,Chris Bassitt,true,&nbsp,,91,79,106,Josh Phegley,Jansen Visconti (N),MIN,&nbsp,,4,---,false,true,8.9,4.48,5.44,0.24,0.38,0.25,0,0,3.83,2.02,0.24,4.98,8.9,1.68
31644,Jorge Lopez,5000,CLE,SP,KCR,46172,Jorge Lopez,true,&nbsp,,85,73,97,Salvador Perez,Gary Cederstrom (H),KCR,&nbsp,,2,---,true,true,6.22,4.29,5.52,0.17,0.46,0.22,0,0,2.58,1.82,0.15,4.74,6.22,1.24
38021,Austin Gomber,5500,COL,SP,STL,46168,Austin Gomber,false,&nbsp,,91,66,118,Yadier Molina,Lance Barrett (P),COL,&nbsp,,3,2-3,false,false,6.21,3.68,6.8,0.15,0.44,0.14,0,0,3.31,1.62,0.13,4.44,6.21,1.13
11179,Homer Bailey,4500,CHC,SP,CIN,46170,Homer Bailey,true,&nbsp,,98,70,123,Curt Casali,David Rackley (H),CHC,&nbsp,,5,---,false,false,4.51,4.06,7.14,0.14,0.48,0.21,0,0,2.72,1.33,0.28,5.38,4.51,1
