PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,NAME,OL,2H,BPC,PPC,MPC,CATCHER,UMPIRE,PARK,ROOF,PLATOON,GVF,HFA,DH,DK,IP,ERA,W,L,QS,CG,CGSH,K,BB,HBP,H,HR,ER,FPTS,FPTS/$
10934,Max Scherzer,12600,PHI,SP,WAS,46187,Max Scherzer,true,&nbsp,,104,110,125,Matt Wieters,Sam Holbrook (EH),PHI,&nbsp,,4,1-2,false,false,27.26,6.69,3.52,0.43,0.33,0.58,0.07,0.03,9.83,2.03,0.21,4.81,27.26,2.16
10678,Carlos Carrasco,10300,MIN,SP,CLE,46189,Carlos Carrasco,true,&nbsp,,101,105,122,Yan Gomes,&nbsp,,CLE,&nbsp,,4,---,true,true,23.21,6.51,3.7,0.52,0.24,0.55,0.03,0.01,8.11,1.45,0.16,23.21,2.25
10985,Charlie Morton,9500,OAK,SP,HOU,46191,Charlie Morton,true,&nbsp,,94,100,115,Martin Maldonado,Jordan Baker (H),HOU,Closed,6,0-3,true,true,20.13,5.9,3.51,0.47,0.24,0.44,0.01,0.01,7.06,2.36,0.52,4.79,0.74,20.13,2.12
37542,Jack Flaherty,10400,PIT,SP,STL,46197,Jack Flaherty,true,&nbsp,,93,100,125,Yadier Molina,&nbsp,,STL,&nbsp,,4,---,true,false,19.4,6.23,3.46,0.44,0.29,0.5,0.02,0.01,6.38,1.74,0.24,19.4,1.87
10932,Madison Bumgarner,9000,ARI,SP,SFG,46198,Madison Bumgarner,true,&nbsp,,97,102,125,Nick Hundley,Adrian Johnson (P),SFG,&nbsp,,2,---,true,false,19.31,6.43,3.55,0.39,0.35,0.53,0.03,0.01,6.36,1.82,0.23,5.48,19.31,2.15
21538,Aaron Nola,10600,WAS,SP,PHI,46187,Aaron Nola,true,&nbsp,,96,100,117,Jorge Alfaro,Sam Holbrook (EH),PHI,&nbsp,,4,3-1,true,false,18.1,6.25,3.69,0.35,0.38,0.51,0.03,0.01,6.09,1.85,0.18,5.57,18.1,1.71
17652,Jacob deGrom,12200,CHC,SP,NYM,46193,Jacob deGrom,true,&nbsp,,101,98,123,Kevin Plawecki,Ramon De Jesus (N),CHC,&nbsp,,3,---,false,false,17.91,5.99,4.45,0.36,0.35,0.48,0.05,0.02,6.68,1.49,0.19,6.08,17.91,1.47
18952,Matt Boyd,7600,KCR,SP,DET,46185,Matt Boyd,true,&nbsp,,95,97,120,James McCann,&nbsp,,KCR,&nbsp,,2,3-1,false,true,17.41,6.02,4.01,0.37,0.34,0.48,0.05,0.02,5.96,1.68,0.22,17.41,2.29
11292,Lance Lynn,7800,CHW,SP,NYY,46184,Lance Lynn,true,&nbsp,,100,97,125,Austin Romine,Pat Hoberg (H),NYY,&nbsp,,4,---,true,true,16.87,5.62,4.47,0.46,0.22,0.42,0.01,0,6.34,2.42,0.22,5.22,16.87,2.16
36195,Jakob Junis,7100,DET,SP,KCR,46185,Jakob Junis,true,&nbsp,,96,96,120,Salvador Perez,&nbsp,,KCR,&nbsp,,5,---,true,true,16.04,6.09,4.13,0.35,0.37,0.49,0.02,0.01,5.46,1.24,0.35,16.04,2.26
