PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,NAME,OL,2H,BPC,PPC,MPC,CATCHER,UMPIRE,PARK,ROOF,PLATOON,GVF,HFA,DH,DK,IP,ERA,W,L,QS,CG,CGSH,K,BB,HBP,H,HR,ER,FPTS,FPTS/$
15859,Gerrit Cole,12000,LAA,SP,HOU,46258,Gerrit Cole,false,&nbsp,,101,112,125,Brian McCann,Stu Scheurwater (EH),HOU,Closed,5,---,true,true,24.65,7.08,2.98,0.59,0.22,0.63,0.05,0.02,7.74,1.75,0.3,5.68,0.64,24.65,2.05
10678,Carlos Carrasco,10600,TBR,SP,CLE,46257,Carlos Carrasco,false,&nbsp,,101,109,122,Roberto Perez,Sam Holbrook (EH),CLE,&nbsp,,4,---,true,true,23.22,6.84,3.3,0.56,0.23,0.6,0.04,0.02,7.61,1.48,0.21,6.16,23.22,2.19
37584,Walker Buehler,9900,ARI,SP,LAD,46259,Walker Buehler,false,&nbsp,,91,102,125,Yasmani Grandal,Adam Hamari (EP),LAD,&nbsp,,4,3-0,true,false,23.05,6.32,2.98,0.52,0.23,0.5,0.02,0.01,7.56,1.96,0.22,4.84,23.05,2.33
11292,Lance Lynn,8800,DET,SP,NYY,46252,Lance Lynn,false,&nbsp,,100,108,125,Austin Romine,Scott Barry (N),NYY,&nbsp,,6,---,true,true,22.13,6.71,3.28,0.57,0.21,0.58,0.04,0.02,7.13,2.04,0.23,5.65,22.13,2.51
21538,Aaron Nola,12800,CHC,SP,PHI,46256,Aaron Nola,false,&nbsp,,96,103,117,Wilson Ramos,Mark Ripperger (EP),PHI,&nbsp,,2,2-3,true,false,21.37,6.42,3.42,0.45,0.3,0.53,0.03,0.01,7.15,1.83,0.26,5.27,21.37,1.67
17627,Noah Syndergaard,9700,SFG,SP,NYM,46264,Noah Syndergaard,false,&nbsp,,96,104,123,Devin Mesoraco,Kerwin Danley (N),SFG,&nbsp,,5,---,false,false,21,6.55,3.32,0.46,0.3,0.55,0.06,0.03,6.8,1.49,0.14,6.06,21,2.16
36592,Kyle Freeland,8400,SDP,SP,COL,46262,Kyle Freeland,false,&nbsp,,96,99,125,Chris Iannetta,Mark Wegner (EH),SDP,&nbsp,,2,---,false,false,16.84,6.14,3.79,0.4,0.33,0.49,0.05,0.02,5.52,2.04,0.12,5.51,16.84,2
36612,Luke Weaver,7700,CIN,SP,STL,46263,Luke Weaver,false,&nbsp,,91,94,113,Yadier Molina,Ed Hickox (N),STL,&nbsp,,4,---,true,false,15.26,5.9,3.8,0.4,0.31,0.45,0.01,0.01,4.9,1.65,0.17,5.66,15.26,1.98
10969,Brian Johnson,8100,CHW,SP,BOS,46265,Brian Johnson,false,&nbsp,,85,84,109,Sandy Leon,Sean Barber (N),CHW,&nbsp,,2,---,false,true,14.39,5.06,4.29,0.38,0.26,0.32,0.01,0.01,5.15,1.66,0.14,4.78,14.39,1.78
491199,Jon Lester,9500,PHI,SP,CHC,46256,Jon Lester,false,&nbsp,,95,92,125,Victor Caratini,Mark Ripperger (EP),PHI,&nbsp,,1,---,false,false,14.32,5.52,4.53,0.27,0.41,0.4,0.03,0.01,5.33,1.84,0.15,5.42,14.32,1.51
17708,Sean Reid-Foley,5300,MIA,SP,TOR,46266,Sean Reid-Foley,true,&nbsp,,86,89,110,Danny Jansen,Mike Muchlinski (N),MIA,Closed,6,---,false,false,13.88,5.46,3.9,0.3,0.38,0.38,0.02,0.01,4.66,1.71,0.24,5.26,0.49,13.88,2.62
11191,Anthony DeSclafani,9000,STL,SP,CIN,46263,Anthony DeSclafani,false,&nbsp,,89,86,102,Tucker Barnhart,Ed Hickox (N),STL,&nbsp,,7,---,false,false,13.28,5.33,4.51,0.27,0.4,0.37,0.02,0.01,4.78,1.22,0.19,5.43,13.28,1.48
34703,Julio Teheran,8200,PIT,SP,ATL,46253,Julio Teheran,false,&nbsp,,90,91,116,Tyler Flowers,Tony Randazzo (P),ATL,&nbsp,,4,---,true,false,13.07,5.68,4.07,0.37,0.32,0.42,0.01,0,4.17,1.62,0.26,5.3,13.07,1.59
10954,Chris Stratton,6000,NYM,SP,SFG,46264,Chris Stratton,false,&nbsp,,95,92,118,Nick Hundley,Kerwin Danley (N),SFG,&nbsp,,4,---,true,false,12.82,5.58,4.44,0.28,0.41,0.41,0.01,0,4.62,1.82,0.2,5.72,12.82,2.14
31644,Felix Hernandez,6300,OAK,SP,SEA,46255,Felix Hernandez,false,&nbsp,,94,90,112,Mike Zunino,Cory Blaser (P),OAK,&nbsp,,6,---,false,true,12.74,5.42,4.54,0.32,0.35,0.39,0.03,0.01,4.53,2.09,0.25,5.08,12.74,2.02
10927,Jorge Lopez,5800,BAL,SP,KCR,46261,Jorge Lopez,false,&nbsp,,85,84,97,Cam Gallagher,Vic Carapazza (P),KCR,&nbsp,,6,---,true,true,12.02,5.08,4.34,0.32,0.33,0.32,0,0,4.23,1.67,0.21,5.11,12.02,2.07
269400,Clay Buchholz,10000,LAD,SP,ARI,46259,Clay Buchholz,false,&nbsp,,91,83,114,Alex Avila,Adam Hamari (EP),LAD,&nbsp,,6,---,false,false,11.6,5.06,4.95,0.19,0.48,0.33,0.02,0.01,4.49,1.57,0.22,4.98,11.6,1.16
37990,Nick Kingham,7300,ATL,SP,PIT,46253,Nick Kingham,false,&nbsp,,90,86,110,Francisco Cervelli,Tony Randazzo (P),ATL,&nbsp,,5,---,false,false,11.55,5.34,4.56,0.29,0.39,0.37,0.02,0.01,4.05,1.46,0.26,5.59,11.55,1.58
487877,David Hess,6600,KCR,SP,BAL,46261,David Hess,false,&nbsp,,89,82,119,Austin Wynns,Vic Carapazza (P),KCR,&nbsp,,3,1-1,false,true,10.86,4.92,4.92,0.27,0.38,0.31,0.01,0,4.03,1.61,0.12,5.08,10.86,1.65
10662,Jacob Nix,4200,COL,SP,SDP,46262,Jacob Nix,false,&nbsp,,83,80,112,Austin Hedges,Mark Wegner (EH),SDP,&nbsp,,4,---,true,false,10.56,5.03,4.43,0.27,0.38,0.32,0,0,3.51,1.3,0.14,5.15,10.56,2.51
18952,Edwin Jackson,7200,SEA,SP,OAK,46255,Edwin Jackson,false,&nbsp,,87,79,118,Jonathan Lucroy,Cory Blaser (P),OAK,&nbsp,,5,2-1,true,true,9.72,4.84,5.01,0.28,0.36,0.3,0,0,3.56,1.65,0.17,4.81,9.72,1.35
18879,Matt Boyd,7500,NYY,SP,DET,46252,Matt Boyd,true,&nbsp,,96,81,120,Grayson Greiner,Scott Barry (N),NYY,&nbsp,,1,1-0,false,true,9.62,4.7,5.7,0.16,0.5,0.29,0.01,0,4.26,1.89,0.12,4.98,9.62,1.28
142335,Junior Guerra,7000,WAS,SP,MIL,46254,Junior Guerra,false,&nbsp,,87,77,119,Manny Pina,Pat Hoberg (H),WAS,&nbsp,,5,---,false,false,9.19,4.34,5.27,0.26,0.34,0.22,0,0,3.79,2.28,0.14,4.45,9.19,1.31
