PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,NAME,OL,2H,BPC,PPC,MPC,CATCHER,UMPIRE,PARK,ROOF,PLATOON,GVF,HFA,DH,DK,IP,ERA,W,L,QS,CG,CGSH,K,BB,HBP,H,HR,ER,FPTS,FPTS/$
10908,"Justin Verlander",12300.00,MIN,SP,HOU,46290,"Justin Verlander",true,&nbsp;,101,118,125,"Martin Maldonado","Nick Mahrley (EP)",HOU,Closed,3,1-1,true,true,32.67,7.35,2.43,0.68,0.17,0.67,0.06,0.03,10.65,2.14,0.15,4.59,0.78,1.98,32.67,2.66
17457,"Robbie Ray",8900.00,SDP,SP,ARI,46296,"Robbie Ray",false,&nbsp;,96,106,125,"Jeff Mathis","Todd Tichenor (N)",ARI,Closed,2,---,true,false,23.76,6.33,3.10,0.50,0.25,0.51,0.02,0.01,8.17,2.61,0.16,4.73,0.68,2.18,23.76,2.67
34646,"Mike Clevinger",11000.00,KCR,SP,CLE,46287,"Mike Clevinger",true,&nbsp;,100,107,123,"Roberto Perez","Joe West (N)",CLE,&nbsp;,4,---,true,true,22.39,6.52,3.45,0.53,0.23,0.55,0.03,0.01,7.59,2.08,0.18,5.46,0.76,2.50,22.39,2.04
11187,"Rich Hill",10000.00,NYM,SP,LAD,46297,"Rich Hill",false,&nbsp;,91,97,114,"Yasmani Grandal","Ryan Blakney (EP)",LAD,&nbsp;,4,---,true,false,19.57,5.87,3.51,0.47,0.23,0.44,0.01,0.01,6.61,2.04,0.38,4.58,0.90,2.29,19.57,1.96
10982,"Jake Arrieta",7400.00,MIA,SP,PHI,46283,"Jake Arrieta",true,&nbsp;,92,104,116,"Wilson Ramos","Lance Barrett (P)",MIA,Closed,6,---,false,false,19.02,6.81,2.85,0.48,0.30,0.58,0.07,0.03,5.17,1.58,0.29,5.76,0.43,2.16,19.02,2.57
10941,"J.A. Happ",10400.00,OAK,SP,NYY,46286,"J.A. Happ",false,&nbsp;,100,102,117,"Gary Sanchez","Tom Hallion (H)",OAK,&nbsp;,1,---,false,true,18.08,5.98,4.03,0.34,0.37,0.47,0.04,0.02,6.55,2.53,0.15,5.08,0.96,2.68,18.08,1.74
34706,"German Marquez",9300.00,SFG,SP,COL,46291,"German Marquez",false,&nbsp;,98,99,120,"Tony Wolters","Ben May (P)",COL,&nbsp;,4,---,true,false,17.54,6.09,4.11,0.49,0.23,0.49,0.02,0.01,6.05,1.51,0.23,6.09,0.76,2.78,17.54,1.89
203494,"Trevor Richards",7300.00,PHI,SP,MIA,46283,"Trevor Richards",true,&nbsp;,88,95,111,"J.T. Realmuto","Lance Barrett (P)",MIA,Closed,4,---,true,false,17.52,5.95,3.42,0.30,0.42,0.45,0.01,0.01,5.79,1.88,0.20,4.82,0.74,2.26,17.52,2.4
10980,"Rick Porcello",8600.00,ATL,SP,BOS,46295,"Rick Porcello",true,&nbsp;,96,99,124,"Sandy Leon","Jansen Visconti (N)",ATL,&nbsp;,3,---,false,false,16.74,6.28,3.82,0.41,0.32,0.52,0.05,0.02,5.39,1.36,0.25,6.07,0.81,2.67,16.74,1.95
35242,"Lucas Giolito",6300.00,DET,SP,CHW,46289,"Lucas Giolito",true,&nbsp;,98,99,118,"Kevan Smith","Chris Segal (P)",CHW,&nbsp;,5,---,true,true,16.31,6.01,4.06,0.38,0.34,0.48,0.02,0.01,5.63,2.07,0.29,5.40,0.85,2.71,16.31,2.59
34672,"Joe Musgrove",7000.00,CIN,SP,PIT,46293,"Joe Musgrove",true,&nbsp;,88,94,110,"Francisco Cervelli","Will Little (P)",PIT,&nbsp;,3,---,true,false,16.09,5.97,3.58,0.44,0.28,0.46,0.01,0.01,4.95,1.40,0.23,5.56,0.58,2.37,16.09,2.3
11026,"Wade LeBlanc",8400.00,BAL,SP,SEA,46294,"Wade LeBlanc",false,&nbsp;,84,85,103,"Mike Zunino","John Libka (H)",SEA,&nbsp;,1,---,true,true,15.29,5.30,4.05,0.38,0.28,0.35,0.00,0.00,5.23,1.28,0.12,5.02,0.95,2.39,15.29,1.82
37432,"Erick Fedde",5300.00,STL,SP,WAS,46288,"Erick Fedde",true,&nbsp;,99,97,98,"Pedro Severino","Nic Lentz (H)",WAS,&nbsp;,8,---,true,false,15.16,5.94,4.40,0.39,0.31,0.47,0.02,0.01,5.37,1.52,0.20,6.24,0.90,2.90,15.16,2.86
37113,"Sean Newcomb",7100.00,BOS,SP,ATL,46295,"Sean Newcomb",true,&nbsp;,98,94,125,"Kurt Suzuki","Jansen Visconti (N)",ATL,&nbsp;,1,---,true,false,13.22,5.40,4.59,0.29,0.39,0.38,0.00,0.00,5.09,2.73,0.18,4.98,0.78,2.75,13.22,1.86
194888,"Joey Lucchesi",8000.00,ARI,SP,SDP,46296,"Joey Lucchesi",true,&nbsp;,85,81,110,"A.J. Ellis","Todd Tichenor (N)",ARI,Closed,2,---,false,false,13.17,4.76,4.52,0.19,0.46,0.27,0.00,0.00,5.17,1.94,0.12,4.49,0.71,2.39,13.17,1.65
17566,"Andrew Heaney",8700.00,TEX,SP,LAA,46284,"Andrew Heaney",true,&nbsp;,96,92,118,"Jose Briceno","Jordan Baker (H)",TEX,&nbsp;,4,---,false,true,13.10,5.53,4.61,0.32,0.36,0.41,0.03,0.01,4.86,1.81,0.35,5.67,0.86,2.83,13.10,1.51
10663,"Francisco Liriano",4900.00,CHW,SP,DET,46289,"Francisco Liriano",true,&nbsp;,86,80,109,"Grayson Greiner","Chris Segal (P)",CHW,&nbsp;,0,---,false,true,12.39,4.55,4.87,0.25,0.38,0.25,0.00,0.00,5.07,1.97,0.17,4.61,0.88,2.46,12.39,2.53
14947,"Mike Montgomery",6400.00,MIL,SP,CHC,46285,"Mike Montgomery",true,&nbsp;,86,85,85,"Willson Contreras","David Rackley (H)",MIL,Open,3,4-0,false,false,11.31,5.23,4.16,0.32,0.35,0.34,0.02,0.01,3.68,1.95,0.22,4.99,0.75,2.42,11.31,1.77
36175,"Ryan Borucki",6200.00,TBR,SP,TOR,46292,"Ryan Borucki",true,&nbsp;,97,90,111,"Danny Jansen","Quinn Wolcott (P)",TOR,Open,3,---,true,true,11.23,5.45,4.87,0.31,0.36,0.40,0.00,0.00,4.15,1.80,0.27,5.81,0.72,2.95,11.23,1.81
11029,"Mike Minor",7700.00,LAA,SP,TEX,46284,"Mike Minor",false,&nbsp;,92,85,108,"Isiah Kiner-Falefa","Jordan Baker (H)",TEX,&nbsp;,2,---,true,true,11.21,5.18,4.90,0.31,0.35,0.35,0.00,0.00,4.14,1.65,0.16,5.39,0.95,2.82,11.21,1.46
11168,"Alex Cobb",5900.00,SEA,SP,BAL,46294,"Alex Cobb",false,&nbsp;,96,91,117,"Austin Wynns","John Libka (H)",SEA,&nbsp;,5,2-2,false,true,10.95,5.70,4.69,0.26,0.43,0.44,0.04,0.02,3.80,1.40,0.31,6.25,0.95,2.97,10.95,1.86
11224,"Danny Duffy",6700.00,CLE,SP,KCR,46287,"Danny Duffy",true,&nbsp;,101,91,116,"Cam Gallagher","Joe West (N)",CLE,&nbsp;,1,0-2,false,true,10.66,5.36,5.20,0.20,0.48,0.39,0.03,0.01,4.36,2.12,0.22,5.59,1.03,3.10,10.66,1.59
16113,"Trevor May",4000.00,HOU,SP,MIN,46290,"Trevor May",true,&nbsp;,96,78,78,"Chris Gimenez","Nick Mahrley (EP)",HOU,Closed,7,---,false,true,9.99,4.61,4.88,0.13,0.54,0.26,0.00,0.00,4.07,1.76,0.25,4.74,0.72,2.50,9.99,2.5
11462,"Wade Miley",6600.00,CHC,SP,MIL,46285,"Wade Miley",true,&nbsp;,85,77,124,"Erik Kratz","David Rackley (H)",MIL,Open,2,---,true,false,9.58,4.49,4.98,0.25,0.37,0.24,0.00,0.00,3.77,2.04,0.20,4.54,0.81,2.48,9.58,1.45
37991,"Jalen Beeks",6000.00,TOR,SP,TBR,46292,"Jalen Beeks",true,&nbsp;,77,68,108,"Jesus Sucre","Quinn Wolcott (P)",TOR,Open,0,---,false,true,9.44,4.02,5.14,0.33,0.35,0.16,0.00,0.00,3.58,1.55,0.11,4.11,0.83,2.30,9.44,1.57
