"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Luis Severino","Yankees","NYY @ BAL",".51","6.42","26.16","5.85","3.85","1.15",".09",".75","1.59","7.62","24.25","40.25","22.57","15890"
"Blake Snell","Rays","BOS @ TB",".38","6.36","26.50","5.50","3.59","1.20",".09",".63","2.54","6.44","20.56","35.67","19.13","13543"
"Michael Kopech","White Sox","CWS @ DET",".43","5.92","24.92","5.33","3.50","1.05",".22",".55","2.42","6.76","20.42","35.22","19.15","17282"
"Zack Greinke","Diamondbacks","SEA @ ARI",".42","6.37","25.80","5.94","3.91","1.22",".24",".57","1.26","5.79","20.50","34.34","18.71","1943"
"Hyun-Jin Ryu","Dodgers","SD @ LAD",".40","6.10","24.79","5.58","3.58","1.17",".08",".74","1.43","6.08","20.38","33.98","18.67","14444"
"Chris Archer","Pirates","PIT @ MIL",".36","5.88","24.76","5.75","3.68","1.17",".07",".83","1.85","6.75","19.69","33.89","18.38","6345"
"Kevin Gausman","Braves","ATL @ MIA",".44","6.49","26.71","6.28","4.43","1.17",".24",".43","1.58","5.24","19.14","33.21","17.62","14107"
"Shane Bieber","Indians","CLE @ KC",".52","6.08","25.41","6.29","4.02","1.50",".19",".58","1.39","5.86","19.11","33.06","17.71","19427"
"Kyle Hendricks","Cubs","CIN @ CHC",".51","6.33","26.50","6.55","4.51","1.11",".14",".79","1.62","5.19","17.65","31.37","16.36","12049"
"Nathan Eovaldi","Red Sox","BOS @ TB",".36","6.07","25.41","6.46","4.37","1.23",".18",".67","1.38","5.60","17.70","31.19","16.38","9132"
"Jose Berrios","Twins","OAK @ MIN",".38","5.94","25.65","5.66","3.58","1.32",".11",".65","2.77","5.94","17.19","31.33","16.19","14168"
"Chase Anderson","Brewers","PIT @ MIL",".35","6.07","25.48","5.86","3.72","1.17",".16",".81","1.95","5.37","17.14","30.32","15.80","6895"
"Steven Matz","Mets","WSH @ NYM",".37","6.01","25.51","5.82","3.92","1.15",".15",".60","2.32","5.20","16.56","29.95","15.38","13361"
"Vince Velasquez","Phillies","PHI @ TOR",".37","5.88","24.96","5.65","3.31","1.32",".13",".89","2.18","5.51","16.68","29.75","15.46","11189"
"Derek Holland","Giants","TEX @ SF",".38","5.88","25.00","5.73","3.99","1.22",".16",".36","2.29","4.97","16.25","29.36","15.11","4141"
"Dylan Bundy","Orioles","NYY @ BAL",".25","6.11","26.00","6.22","3.72","1.28",".09","1.13","1.98","5.53","15.98","28.95","14.81","12917"
"Pablo Lopez","Marlins","ATL @ MIA",".29","6.04","25.47","6.11","4.06","1.26",".15",".64","1.84","4.84","15.74","28.43","14.49","17085"
"Robbie Erlin","Padres","SD @ LAD",".32","6.12","25.41","6.45","4.00","1.39",".11",".94","1.09","4.75","15.94","28.10","14.50","10354"
"Framber Valdez","Astros","HOU @ LAA",".38","5.58","24.42","5.50","3.61","1.03",".09",".77","2.81","5.12","14.69","27.58","13.86","17295"
"Marco Estrada","Blue Jays","PHI @ TOR",".34","6.06","25.57","5.82","3.37","1.38",".13",".94","2.10","4.68","15.18","27.45","13.92","1118"
"Felix Pena","Angels","HOU @ LAA",".31","5.69","24.61","5.67","3.60","1.13",".07",".86","2.44","5.11","14.74","27.28","13.76","13403"
"Jordan Zimmermann","Tigers","CWS @ DET",".27","5.62","23.65","6.10","3.76","1.09",".31",".94","1.21","4.96","14.81","26.25","13.54","4505"
"Mike Leake","Mariners","SEA @ ARI",".31","6.32","26.81","7.10","4.49","1.66",".35",".61","1.35","4.26","14.19","26.54","13.09","10130"
"Tyler Anderson","Rockies","STL @ COL",".35","5.45","23.73","6.07","3.53","1.21",".11","1.22","1.78","5.33","14.15","26.14","13.24","12880"
"Jefry Rodriguez","Nationals","WSH @ NYM",".33","5.57","24.50","5.35","3.47","1.09",".14",".66","3.03","4.67","13.47","25.87","12.67","17018"
"Yovani Gallardo","Rangers","TEX @ SF",".32","5.74","25.11","6.14","4.15","1.38",".23",".38","2.41","4.17","12.69","24.90","11.87","8173"
"Austin Gomber","Cardinals","STL @ COL",".28","5.05","23.04","5.83","3.36","1.14",".23","1.10","2.58","5.11","11.32","22.96","10.91","16561"
"Chris Bassitt","Athletics","OAK @ MIN",".30","5.33","24.11","6.11","4.03","1.34",".17",".58","2.62","4.44","11.17","23.08","10.68","12304"
"Jorge Lopez","Royals","CLE @ KC",".20","5.31","24.06","6.43","4.00","1.47",".15",".81","2.33","3.02","7.22","17.22","6.78","14527"
"Homer Bailey","Reds","CIN @ CHC",".20","5.35","24.53","7.22","4.33","1.42",".14","1.33","1.85","3.51","6.98","17.21","6.67","8362"
