"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","WSH @ TOR",".53","7.07","28.08","5.17","2.74","1.37",".09",".97","2.08","9.39","30.05","48.10","28.18","3137"
"Luis Severino","Yankees","TB @ NYY",".60","6.66","26.39","5.36","3.66","1.01",".09",".60","1.62","8.04","27.43","44.29","25.45","15890"
"Madison Bumgarner","Giants","SF @ LAD",".37","6.42","26.03","5.36","3.00","1.19",".07","1.10","1.82","7.50","23.47","38.63","21.72","5524"
"Patrick Corbin","Diamondbacks","NYM @ ARI",".36","6.43","26.44","5.44","3.20","1.22",".17",".85","2.15","7.11","22.26","37.43","20.63","9323"
"Carlos Carrasco","Indians","MIN @ CLE",".43","6.52","26.99","6.07","3.58","1.42",".10",".96","1.88","6.82","21.34","36.42","19.87","6632"
"Alex Wood","Dodgers","SF @ LAD",".37","6.36","25.90","5.71","3.66","1.18",".06",".81","1.60","6.22","20.85","35.01","19.15","13781"
"Sean Newcomb","Braves","SD @ ATL",".41","6.08","25.82","5.32","3.36","1.14",".11",".71","2.82","6.69","20.03","35.12","18.82","16943"
"Junior Guerra","Brewers","PHI @ MIL",".43","6.08","25.51","5.02","3.07","1.00",".11",".83","2.78","6.52","20.16","34.82","18.80","5702"
"Steven Matz","Mets","NYM @ ARI",".38","6.22","26.02","5.71","3.74","1.16",".24",".57","2.25","5.60","18.40","32.37","17.07","13361"
"Kyle Hendricks","Cubs","CHC @ STL",".44","6.70","27.97","6.51","4.33","1.18",".15",".86","1.99","5.36","18.24","32.38","16.99","12049"
"Carlos Martinez","Cardinals","CHC @ STL",".31","6.10","26.69","5.55","3.58","1.11",".12",".75","3.42","6.37","17.52","32.55","16.67","11682"
"Luis Castillo","Reds","CIN @ PIT",".42","6.52","27.36","6.71","4.34","1.31",".17",".88","1.75","5.28","17.34","31.12","16.16","15689"
"Dallas Keuchel","Astros","HOU @ KC",".55","6.75","28.23","6.84","4.56","1.43",".17",".69","1.76","4.58","17.26","31.02","16.03","9434"
"Sean Manaea","Athletics","LAA @ OAK",".41","6.37","26.92","6.04","3.75","1.38",".11",".80","2.35","4.57","15.80","28.91","14.58","15873"
"Lucas Giolito","White Sox","DET @ CWS",".35","6.21","26.76","6.17","3.87","1.24",".12",".95","2.58","5.14","15.38","28.81","14.40","15474"
"Mike Minor","Rangers","COL @ TEX",".29","5.74","24.75","6.09","3.43","1.35",".17","1.14","1.92","5.82","15.68","28.51","14.64","10021"
"John Lamb","Angels","LAA @ OAK",".33","5.81","25.29","5.93","3.49","1.41",".12",".92","2.45","5.33","14.92","27.91","14.00","8493"
"Marco Estrada","Blue Jays","WSH @ TOR",".25","6.08","25.87","5.85","3.37","1.46",".14",".87","2.36","5.01","15.17","27.87","14.00","1118"
"Alex Cobb","Orioles","MIA @ BAL",".45","6.37","26.94","7.03","4.53","1.37",".11","1.01","1.37","4.33","14.85","27.36","13.64","6562"
"Wade LeBlanc","Mariners","BOS @ SEA",".36","6.19","26.02","6.69","4.03","1.44",".08","1.14","1.31","4.50","14.73","26.76","13.45","5221"
"Jordan Zimmermann","Tigers","DET @ CWS",".35","5.57","23.50","5.95","3.76","1.04",".19",".96","1.37","4.82","14.88","26.43","13.65","4505"
"Zach Eflin","Phillies","PHI @ MIL",".30","5.95","25.50","6.25","3.75","1.25",".11","1.15","1.98","4.72","13.93","26.09","12.88","13774"
"Steven Wright","Red Sox","BOS @ SEA",".37","5.95","25.78","6.34","4.19","1.11",".10",".94","2.22","4.33","13.27","25.58","12.34","8185"
"Fernando Romero","Twins","MIN @ CLE",".29","5.73","25.31","6.25","3.90","1.48",".11",".77","2.51","4.77","12.83","25.41","12.11","15885"
"Kyle Freeland","Rockies","COL @ TEX",".39","5.46","23.61","5.43","3.54","1.13",".13",".63","2.46","4.27","13.32","24.94","12.40","16256"
"Jordan Lyles","Padres","SD @ ATL",".30","5.75","25.18","6.58","4.22","1.42",".15",".79","1.95","4.34","12.38","24.41","11.57","7593"
"Ivan Nova","Pirates","CIN @ PIT",".32","5.98","25.43","6.62","4.44","1.25",".12",".82","1.42","3.72","12.76","24.13","11.58","1994"
"Danny Duffy","Royals","HOU @ KC",".19","5.19","23.42","6.09","3.69","1.34",".12",".94","2.33","3.94","9.14","19.63","8.62","3542"
"Wei-Yin Chen","Marlins","MIA @ BAL",".26","5.54","24.59","6.74","3.89","1.31",".07","1.46","1.74","3.60","8.97","19.17","8.28","13071"
