"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Yankees","NYY @ BAL","DH","4.88","1.26",".66",".23",".01",".37",".93",".88",".02",".01",".66","1.13","10.26","16.01","11.92","4949"
"J.D. Martinez","Red Sox","BOS @ TB","DH","4.59","1.30",".65",".28",".01",".35",".80",".93",".01",".01",".51","1.06","9.80","15.33","11.47","6184"
"Mookie Betts","Red Sox","BOS @ TB","RF","4.91","1.32",".71",".33",".03",".25",".81",".64",".17",".07",".61",".69","9.68","15.01","11.45","13611"
"Giancarlo Stanton","Yankees","","DH","4.87","1.25",".67",".25",".00",".33",".87",".84",".02",".01",".60","1.13","9.69","15.13","11.29","4949"
"Jose Ramirez","Indians","CLE @ KC","3B","4.80","1.33",".76",".32",".05",".19",".79",".79",".11",".06",".59",".37","9.41","14.67","11.09","13510"
"Charlie Blackmon","Rockies","STL @ COL","CF","4.69","1.38",".82",".23",".07",".27",".80",".67",".10",".05",".43",".77","9.27","14.40","11.08","7859"
"Javier Baez","Cubs","CIN @ CHC","2B","4.61","1.37",".76",".27",".06",".28",".82",".76",".10",".05",".20","1.08","9.12","14.23","10.93","12979"
"Matt Carpenter","Cardinals","STL @ COL","3B","4.80","1.17",".54",".29",".02",".33",".82",".63",".02",".01",".65","1.15","9.22","14.30","10.75","8090"
"Anthony Rizzo","Cubs","CIN @ CHC","1B","4.49","1.22",".66",".26",".03",".28",".77",".78",".04",".02",".59",".57","9.14","14.25","10.69","3473"
"Daniel Murphy","Cubs","CIN @ CHC","2B","4.72","1.51",".87",".37",".04",".23",".85",".63",".02",".02",".33",".47","9.01","13.99","10.81","4316"
"Khris Davis","Athletics","OAK @ MIN","DH","4.66","1.08",".53",".22",".01",".32",".73",".93",".01",".01",".57","1.19","9.09","14.24","10.51","9112"
"Nolan Arenado","Rockies","STL @ COL","3B","4.35","1.22",".66",".25",".03",".28",".76",".86",".02",".02",".45",".69","8.96","14.03","10.52","9777"
"Francisco Lindor","Indians","CLE @ KC","SS","5.02","1.34",".82",".30",".04",".18",".79",".67",".09",".05",".49",".51","8.78","13.66","10.43","12916"
"Paul Goldschmidt","Diamondbacks","SEA @ ARI","1B","4.26","1.16",".62",".26",".03",".25",".71",".74",".07",".03",".58",".95","8.80","13.72","10.31","9218"
"Matt Chapman","Athletics","OAK @ MIN","3B","4.87","1.15",".61",".29",".03",".22",".79",".70",".04",".03",".65","1.18","8.79","13.70","10.24","16505"
"Eddie Rosario","Twins","OAK @ MIN","LF","4.55","1.33",".77",".26",".04",".26",".72",".74",".08",".06",".25",".74","8.67","13.52","10.38","12155"
"Nelson Cruz","Mariners","SEA @ ARI","DH","4.54","1.06",".57",".18",".01",".30",".70",".80",".01",".01",".69","1.12","8.75","13.67","10.14","2434"
"Trevor Story","Rockies","STL @ COL","SS","4.25","1.19",".61",".29",".04",".25",".68",".82",".07",".04",".32","1.05","8.51","13.31","10.06","12564"
"Michael Brantley","Indians","CLE @ KC","LF","4.91","1.45",".98",".31",".03",".13",".81",".66",".08",".04",".41",".29","8.42","13.12","10.10","4106"
"Edwin Encarnacion","Indians","CLE @ KC","DH","4.69","1.09",".64",".20",".01",".25",".71",".85",".01",".01",".61",".73","8.43","13.21","9.78","2151"
"Ronald Acuna","Braves","ATL @ MIA","LF","4.77","1.24",".72",".27",".03",".22",".67",".54",".15",".10",".40","1.07","8.28","12.82","9.92","18401"
"Rhys Hoskins","Phillies","PHI @ TOR","LF","4.77",".97",".50",".23",".01",".23",".74",".67",".05",".03",".77","1.12","8.37","13.04","9.63","16472"
"Aaron Hicks","Yankees","NYY @ BAL","CF","4.77","1.06",".67",".19",".02",".18",".71",".63",".09",".06",".84",".75","8.35","12.98","9.69","5297"
"Alex Bregman","Astros","HOU @ LAA","3B","4.90","1.21",".72",".28",".01",".19",".73",".59",".09",".06",".56",".67","8.27","12.84","9.76","17678"
"A.J. Pollock","Diamondbacks","SEA @ ARI","CF","4.37","1.16",".60",".29",".06",".21",".68",".68",".12",".06",".29",".80","8.22","12.80","9.78","9256"
"Jose Altuve","Astros","HOU @ LAA","2B","4.79","1.40","1.02",".24",".01",".13",".69",".59",".15",".07",".44",".62","8.17","12.70","9.87","5417"
"Mitch Haniger","Mariners","SEA @ ARI","RF","4.86","1.12",".61",".26",".03",".21",".73",".49",".06",".05",".69","1.31","8.24","12.75","9.66","14274"
"Steve Pearce","Red Sox","BOS @ TB","LF","4.69","1.13",".64",".26",".01",".22",".74",".72",".02",".01",".53",".88","8.20","12.81","9.58","9957"
"Eugenio Suarez","Reds","CIN @ CHC","3B","4.49","1.11",".64",".22",".02",".24",".67",".70",".03",".02",".57","1.10","8.19","12.77","9.59","12552"
"Miguel Andujar","Yankees","NYY @ BAL","3B","4.66","1.30",".80",".30",".02",".19",".65",".84",".03",".02",".28",".67","8.05","12.63","9.59","15878"
"Kyle Schwarber","Cubs","CIN @ CHC","LF","4.06",".98",".49",".16",".03",".30",".61",".78",".03",".02",".52","1.11","8.11","12.67","9.44","16478"
"Carlos Gonzalez","Rockies","STL @ COL","RF","4.46","1.23",".73",".28",".02",".20",".70",".68",".03",".02",".39",".85","8.00","12.48","9.48","7287"
"Bryce Harper","Nationals","WSH @ NYM","RF","4.65",".96",".54",".20",".01",".21",".68",".60",".05",".03",".88","1.15","8.12","12.61","9.34","11579"
"Aaron Hicks","Yankees","","CF","4.76","1.03",".64",".20",".02",".17",".67",".63",".09",".05",".80",".75","8.08","12.57","9.38","5297"
"Miguel Andujar","Yankees","","3B","4.66","1.32",".82",".31",".02",".18",".61",".80",".04",".02",".27",".65","7.88","12.35","9.43","15878"
"Cody Bellinger","Dodgers","SD @ LAD","1B","4.27","1.04",".56",".22",".02",".24",".64",".72",".04",".02",".51","1.00","7.95","12.40","9.29","15998"
"Tim Anderson","White Sox","CWS @ DET","SS","4.80","1.36",".88",".26",".07",".16",".63",".58",".15",".07",".17","1.05","7.80","12.12","9.54","15172"
