"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clayton Kershaw","Dodgers","SD @ LAD",".61","7.21","27.87","5.61","3.69","1.10",".07",".75","1.08","8.68","30.65","48.25","28.43","2036"
"Justin Verlander","Astros","HOU @ LAA",".55","7.05","28.47","5.89","3.85","1.02",".09",".92","1.98","7.65","25.75","42.53","24.17","8700"
"Corey Kluber","Indians","CLE @ KC",".60","6.73","27.09","5.99","3.83","1.28",".19",".69","1.39","7.56","25.63","42.00","23.83","2429"
"Anibal Sanchez","Braves","ATL @ MIA",".46","6.62","26.96","6.07","4.16","1.13",".26",".51","1.63","5.89","21.05","35.69","19.44","3284"
"Robbie Ray","Diamondbacks","SEA @ ARI",".34","5.75","24.89","5.36","3.15","1.09",".10","1.02","2.80","7.59","19.83","34.99","18.83","11486"
"Andrew Suarez","Giants","TEX @ SF",".42","6.23","25.61","5.77","4.07","1.12",".17",".42","1.77","5.92","20.32","34.61","18.76","18300"
"J.A. Happ","Yankees","NYY @ BAL",".48","6.08","25.95","6.06","3.98","1.08",".09",".90","2.27","6.47","19.06","33.87","17.96","7410"
"Rick Porcello","Red Sox","BOS @ TB",".46","6.07","25.71","6.25","4.12","1.18",".19",".76","1.88","5.99","18.19","32.33","17.03","2717"
"Sonny Gray","Yankees","",".43","5.55","23.84","5.56","3.72","1.07",".09",".68","2.18","5.68","16.79","29.91","15.74","12768"
"Tanner Roark","Nationals","WSH @ NYM",".41","6.30","26.75","5.86","3.85","1.10",".12",".79","2.58","4.97","16.48","30.07","15.33","8753"
"Jameson Taillon","Pirates","PIT @ MIL",".35","6.31","26.72","6.54","4.19","1.32",".09",".94","1.85","5.16","16.29","29.66","15.13","11674"
"German Marquez","Rockies","STL @ COL",".37","5.87","25.15","6.36","3.83","1.28",".11","1.14","1.72","5.60","15.96","28.96","14.86","15038"
"Jose Quintana","Cubs","CIN @ CHC",".39","5.73","24.67","6.09","3.89","1.23",".15",".82","1.96","5.33","15.65","28.57","14.62","11423"
"Nick Pivetta","Phillies","PHI @ TOR",".34","5.63","24.26","5.91","3.44","1.19",".12","1.15","1.98","5.70","15.61","28.34","14.58","15454"
"Zack Wheeler","Mets","WSH @ NYM",".31","5.69","24.47","5.51","3.77","1.00",".11",".63","2.51","5.20","15.48","28.28","14.46","10310"
"Wei-Yin Chen","Marlins","ATL @ MIA",".28","6.14","25.60","6.09","3.81","1.38",".15",".75","1.64","4.60","15.67","27.93","14.26","13071"
"Jhoulys Chacin","Brewers","PIT @ MIL",".37","5.71","24.08","5.26","3.46","1.06",".13",".61","2.28","4.59","15.41","27.42","14.18","2608"
"Aaron Sanchez","Blue Jays","PHI @ TOR",".34","5.76","25.44","5.66","3.61","1.16",".14",".75","3.16","4.99","13.77","26.88","13.06","11490"
"Wade LeBlanc","Mariners","SEA @ ARI",".35","5.74","24.58","6.29","3.67","1.45",".26",".91","1.57","4.83","14.35","26.32","13.26","5221"
"Lucas Giolito","White Sox","CWS @ DET",".39","5.91","25.78","6.30","4.03","1.37",".29",".62","2.40","4.44","13.40","26.07","12.56","15474"
"Ryan Carpenter","Tigers","CWS @ DET",".29","5.40","23.50","6.53","4.10","1.27",".29",".86","1.33","5.17","13.73","25.57","12.84","12699"
"Martin Perez","Rangers","TEX @ SF",".30","5.77","24.85","6.15","4.29","1.30",".15",".40","2.05","4.25","13.56","25.66","12.57","6902"
"Luis Castillo","Reds","CIN @ CHC",".29","5.56","24.56","6.40","3.67","1.31",".19","1.23","2.00","5.27","13.17","25.44","12.40","15689"
"Mike Fiers","Athletics","OAK @ MIN",".39","5.66","24.71","6.40","3.82","1.37",".17","1.04","1.89","4.39","12.55","24.27","11.67","7754"
"Stephen Gonsalves","Twins","OAK @ MIN",".27","5.10","23.26","5.36","3.15","1.24",".07",".90","3.16","4.79","11.01","22.69","10.61","15492"
"Jaime Barria","Angels","HOU @ LAA",".21","5.46","23.71","5.99","3.89","1.19",".08",".84","1.89","3.90","11.26","21.84","10.33","18356"
"John Gant","Cardinals","STL @ COL",".31","5.42","23.97","6.50","3.99","1.25",".22","1.04","1.80","4.12","10.77","21.80","10.06","13684"
"Ryan Yarbrough","Rays","BOS @ TB",".25","5.46","24.10","6.14","3.63","1.39",".10","1.01","2.13","4.03","10.70","21.62","9.94","16502"
"Andrew Cashner","Orioles","",".26","5.71","25.32","6.35","4.06","1.31",".09",".88","2.48","3.67","10.12","21.44","9.44","8782"
"Brett Kennedy","Padres","SD @ LAD",".17","5.37","23.76","5.92","3.37","1.26",".07","1.22","2.24","4.16","10.33","20.94","9.62","17877"
"Jimmy Yacabonis","Orioles","NYY @ BAL",".24","5.37","24.02","5.90","3.75","1.10",".08",".97","2.65","3.55","9.14","19.77","8.57","15157"
"Heath Fillmyer","Royals","CLE @ KC",".16","5.34","24.16","6.49","4.17","1.33",".14",".84","2.32","2.51","6.08","15.60","5.62","17466"
