,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,426.0,1669.0,1860.0,573.0,381.0,91.0,31.0,70.0,346.0,237.0,139.0,13.0,257.0,34.0,9.0,9.0,11.0,70.0,24.0,0.343,7.5,13.8,0.54,0.403,0.561,0.964,0.217,0.372,357.0,143.5,0.41,128.0
1,Total,Away,450.0,1721.0,1876.0,447.0,291.0,84.0,8.0,64.0,232.0,174.0,109.0,9.0,373.0,26.0,8.0,12.0,19.0,53.0,25.0,0.26,5.8,19.9,0.29,0.312,0.429,0.742,0.17,0.296,223.0,7.1,0.319,98.0
