,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,36.0,70.0,82.0,16.0,14.0,1.0,0.0,1.0,8.0,5.0,11.0,0.0,25.0,1.0,0.0,0.0,4.0,0.0,0.0,0.229,13.4,30.5,0.44,0.341,0.286,0.627,0.057,0.341,8.0,-1.6,0.291,78.0
1,Total,Away,29.0,58.0,65.0,14.0,11.0,3.0,0.0,0.0,6.0,3.0,2.0,1.0,16.0,3.0,0.0,2.0,0.0,0.0,0.0,0.241,3.1,24.6,0.13,0.302,0.293,0.595,0.052,0.333,5.0,-2.8,0.262,60.0
