,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,964.0,3505.0,4012.0,1107.0,647.0,255.0,19.0,186.0,644.0,705.0,419.0,35.0,639.0,70.0,18.0,0.0,112.0,46.0,22.0,0.316,10.4,15.9,0.66,0.398,0.559,0.956,0.243,0.341,755.0,283.4,0.408,149.0
1,Total,Away,917.0,3465.0,3918.0,978.0,625.0,211.0,13.0,129.0,512.0,513.0,371.0,22.0,709.0,54.0,27.0,1.0,108.0,62.0,15.0,0.282,9.5,18.1,0.52,0.358,0.462,0.821,0.18,0.32,569.0,108.8,0.356,119.0
