,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,710.0,2360.0,2650.0,576.0,318.0,152.0,11.0,95.0,354.0,289.0,244.0,7.0,572.0,22.0,13.0,11.0,34.0,72.0,20.0,0.244,9.2,21.6,0.43,0.319,0.439,0.758,0.194,0.282,328.0,19.2,0.33,96.0
1,Total,Away,695.0,2350.0,2666.0,533.0,288.0,136.0,13.0,96.0,314.0,301.0,276.0,9.0,620.0,15.0,19.0,6.0,26.0,70.0,26.0,0.227,10.4,23.3,0.45,0.31,0.418,0.728,0.191,0.264,303.0,-7.6,0.318,94.0
