,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,282.0,760.0,867.0,186.0,138.0,38.0,6.0,4.0,95.0,52.0,87.0,3.0,114.0,4.0,3.0,13.0,17.0,20.0,8.0,0.245,10.0,13.1,0.76,0.324,0.326,0.651,0.082,0.282,83.0,-15.3,0.292,84.0
1,Total,Away,264.0,796.0,876.0,184.0,143.0,32.0,2.0,7.0,87.0,73.0,62.0,3.0,115.0,10.0,5.0,3.0,15.0,15.0,6.0,0.231,7.1,13.1,0.54,0.293,0.303,0.596,0.072,0.261,66.0,-32.6,0.267,64.0
