,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,13.0,13.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.154,0.0,7.1,0.0,0.143,0.154,0.297,0.0,0.154,-1.0,-2.2,0.126,-30.0
1,Total,vs R as L,54.0,169.0,178.0,40.0,29.0,3.0,2.0,6.0,9.0,20.0,7.0,0.0,42.0,1.0,1.0,0.0,1.0,2.0,3.0,0.237,3.9,23.6,0.17,0.27,0.385,0.654,0.148,0.279,16.0,-4.9,0.282,77.0
2,Total,vs L as R,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
3,Total,vs R as R,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
4,Total,vs L,14.0,13.0,14.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.154,0.0,7.1,0.0,0.143,0.154,0.297,0.0,0.154,-1.0,-2.2,0.126,-30.0
5,Total,vs R,56.0,169.0,178.0,40.0,29.0,3.0,2.0,6.0,16.0,20.0,7.0,0.0,42.0,1.0,1.0,0.0,1.0,5.0,4.0,0.237,3.9,23.6,0.17,0.27,0.385,0.654,0.148,0.279,16.0,-4.9,0.282,77.0
