,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,977.0,3786.0,4213.0,1070.0,735.0,228.0,9.0,98.0,521.0,481.0,365.0,33.0,570.0,25.0,34.0,3.0,103.0,26.0,15.0,0.283,8.7,13.5,0.64,0.347,0.425,0.772,0.143,0.308,545.0,53.9,0.336,105.0
1,Total,Away,983.0,3865.0,4374.0,1142.0,808.0,242.0,11.0,81.0,515.0,478.0,453.0,45.0,562.0,23.0,32.0,1.0,93.0,38.0,16.0,0.295,10.4,12.8,0.81,0.37,0.427,0.797,0.131,0.326,608.0,98.5,0.348,115.0
