,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,175.0,430.0,478.0,114.0,77.0,26.0,2.0,9.0,34.0,60.0,41.0,2.0,96.0,3.0,2.0,2.0,9.0,0.0,0.0,0.265,8.6,20.1,0.43,0.332,0.398,0.73,0.133,0.321,56.0,-0.4,0.317,96.0
2,Total,vs L as R,87.0,183.0,196.0,59.0,31.0,18.0,1.0,9.0,18.0,30.0,13.0,3.0,38.0,0.0,0.0,0.0,7.0,0.0,0.0,0.322,6.6,19.4,0.34,0.367,0.579,0.947,0.257,0.368,36.0,12.7,0.394,147.0
3,Total,vs R as R,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
4,Total,vs L,87.0,183.0,196.0,59.0,31.0,18.0,1.0,9.0,23.0,30.0,13.0,3.0,38.0,0.0,0.0,0.0,7.0,0.0,0.0,0.322,6.6,19.4,0.34,0.367,0.579,0.947,0.257,0.368,36.0,12.7,0.394,147.0
5,Total,vs R,175.0,430.0,478.0,114.0,77.0,26.0,2.0,9.0,56.0,60.0,41.0,2.0,96.0,3.0,2.0,2.0,9.0,0.0,1.0,0.265,8.6,20.1,0.43,0.332,0.398,0.73,0.133,0.321,56.0,-0.4,0.317,96.0
