,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,309.0,1185.0,1355.0,334.0,235.0,59.0,21.0,19.0,203.0,96.0,133.0,3.0,232.0,22.0,3.0,12.0,13.0,37.0,10.0,0.282,9.8,17.1,0.57,0.364,0.415,0.779,0.133,0.336,185.0,31.2,0.343,116.0
1,Total,Away,302.0,1206.0,1350.0,350.0,256.0,57.0,15.0,22.0,186.0,120.0,100.0,1.0,222.0,30.0,6.0,8.0,8.0,26.0,19.0,0.29,7.4,16.4,0.45,0.358,0.417,0.775,0.127,0.339,182.0,28.1,0.34,115.0
