,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,81.0,255.0,278.0,69.0,46.0,18.0,3.0,2.0,44.0,29.0,22.0,0.0,72.0,0.0,0.0,1.0,6.0,1.0,0.0,0.271,7.9,25.9,0.31,0.329,0.388,0.717,0.118,0.37,32.0,-0.1,0.314,90.0
1,Total,Away,84.0,241.0,263.0,59.0,47.0,7.0,1.0,4.0,31.0,18.0,19.0,0.0,63.0,1.0,1.0,1.0,5.0,6.0,4.0,0.245,7.2,24.0,0.3,0.302,0.332,0.633,0.087,0.314,23.0,-7.0,0.282,75.0
