,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,307.0,1029.0,1132.0,252.0,155.0,60.0,1.0,36.0,131.0,149.0,66.0,4.0,289.0,19.0,17.0,1.0,25.0,2.0,0.0,0.245,5.8,25.5,0.23,0.298,0.41,0.708,0.165,0.3,120.0,-8.6,0.306,88.0
1,Total,Away,313.0,1137.0,1219.0,281.0,173.0,56.0,5.0,47.0,131.0,151.0,54.0,2.0,300.0,18.0,9.0,1.0,34.0,0.0,0.0,0.247,4.4,24.6,0.18,0.29,0.429,0.719,0.182,0.293,134.0,-5.3,0.31,95.0
