,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,26.0,70.0,77.0,13.0,7.0,5.0,0.0,1.0,9.0,4.0,5.0,0.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,0.186,6.5,26.0,0.25,0.25,0.3,0.55,0.114,0.245,5.0,-4.4,0.245,54.0
1,Total,Away,38.0,115.0,120.0,24.0,15.0,4.0,0.0,5.0,13.0,11.0,2.0,0.0,44.0,2.0,1.0,0.0,2.0,3.0,0.0,0.209,1.7,36.7,0.05,0.233,0.374,0.607,0.165,0.284,9.0,-5.5,0.259,60.0
