,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,415.0,1517.0,1680.0,419.0,263.0,75.0,10.0,71.0,224.0,230.0,133.0,18.0,343.0,18.0,12.0,0.0,26.0,25.0,12.0,0.276,7.9,20.4,0.39,0.339,0.479,0.819,0.203,0.312,238.0,48.2,0.35,126.0
1,Total,Away,410.0,1643.0,1776.0,446.0,243.0,97.0,14.0,92.0,248.0,294.0,105.0,15.0,384.0,12.0,16.0,0.0,40.0,18.0,8.0,0.271,5.9,21.6,0.27,0.317,0.516,0.833,0.244,0.299,254.0,53.2,0.351,122.0
