,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,22.0,89.0,91.0,30.0,23.0,3.0,0.0,4.0,11.0,15.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.337,1.1,20.9,0.05,0.352,0.506,0.857,0.169,0.394,15.0,3.9,0.368,134.0
1,Total,Home vs L,8.0,19.0,21.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.158,9.5,19.0,0.5,0.238,0.316,0.554,0.158,0.143,1.0,-1.2,0.246,48.0
