,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,166.0,531.0,605.0,135.0,84.0,28.0,2.0,21.0,69.0,69.0,63.0,4.0,169.0,8.0,3.0,0.0,13.0,3.0,1.0,0.254,10.4,27.9,0.37,0.34,0.433,0.774,0.179,0.331,79.0,9.8,0.335,109.0
1,Total,Away,139.0,471.0,527.0,114.0,67.0,30.0,0.0,17.0,52.0,63.0,46.0,2.0,147.0,3.0,7.0,0.0,15.0,4.0,1.0,0.242,8.7,27.9,0.31,0.309,0.414,0.723,0.172,0.309,59.0,-1.9,0.312,95.0
