,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,342.0,1141.0,1275.0,318.0,196.0,67.0,7.0,48.0,165.0,163.0,112.0,12.0,241.0,13.0,8.0,1.0,29.0,21.0,18.0,0.279,8.8,18.9,0.46,0.348,0.476,0.824,0.197,0.314,184.0,38.3,0.353,131.0
1,Total,Away,342.0,1247.0,1411.0,348.0,224.0,60.0,12.0,52.0,187.0,152.0,134.0,8.0,294.0,22.0,7.0,1.0,28.0,37.0,12.0,0.279,9.5,20.8,0.46,0.357,0.472,0.829,0.192,0.326,209.0,47.9,0.358,125.0
