,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,375.0,1310.0,1398.0,311.0,234.0,45.0,20.0,12.0,131.0,111.0,61.0,8.0,210.0,3.0,15.0,9.0,43.0,15.0,6.0,0.237,4.4,15.0,0.29,0.27,0.33,0.6,0.092,0.271,96.0,-62.0,0.26,63.0
1,Total,Away,404.0,1463.0,1569.0,396.0,311.0,56.0,15.0,14.0,136.0,125.0,83.0,12.0,270.0,3.0,9.0,10.0,41.0,16.0,12.0,0.271,5.3,17.2,0.31,0.309,0.358,0.668,0.087,0.322,147.0,-31.1,0.29,80.0
