,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,527.0,1772.0,1986.0,461.0,306.0,98.0,25.0,32.0,197.0,232.0,174.0,30.0,395.0,13.0,26.0,2.0,34.0,11.0,13.0,0.26,8.8,19.9,0.44,0.326,0.398,0.724,0.138,0.313,220.0,-7.1,0.311,103.0
1,Total,Away,530.0,1889.0,2093.0,465.0,302.0,99.0,11.0,53.0,220.0,240.0,163.0,27.0,409.0,20.0,17.0,4.0,46.0,16.0,13.0,0.246,7.8,19.5,0.4,0.31,0.394,0.705,0.148,0.285,219.0,-20.4,0.303,88.0
