,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,475.0,1517.0,1715.0,343.0,224.0,73.0,4.0,42.0,194.0,174.0,144.0,2.0,279.0,24.0,13.0,17.0,36.0,13.0,8.0,0.226,8.4,16.3,0.52,0.301,0.363,0.664,0.136,0.249,165.0,-29.1,0.295,78.0
1,Total,Away,478.0,1655.0,1818.0,416.0,282.0,101.0,1.0,32.0,195.0,162.0,108.0,4.0,319.0,26.0,17.0,12.0,47.0,19.0,11.0,0.251,5.9,17.5,0.34,0.305,0.372,0.676,0.12,0.291,179.0,-27.5,0.298,84.0
