,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home vs L,5.0,8.0,11.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,9.1,45.5,0.2,0.455,0.5,0.955,0.25,0.667,2.0,0.9,0.42,176.0
1,Total,Home vs R,8.0,20.0,20.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.0,10.0,0.0,0.15,0.15,0.3,0.0,0.167,-1.0,-3.0,0.132,-21.0
