,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,654.0,2277.0,2646.0,607.0,433.0,95.0,23.0,56.0,409.0,226.0,290.0,2.0,463.0,28.0,13.0,38.0,25.0,135.0,28.0,0.267,11.0,17.5,0.63,0.355,0.402,0.757,0.136,0.311,343.0,39.5,0.336,108.0
1,Total,Away,638.0,2377.0,2716.0,608.0,427.0,106.0,36.0,39.0,366.0,217.0,265.0,4.0,518.0,31.0,18.0,25.0,24.0,119.0,30.0,0.256,9.8,19.1,0.51,0.336,0.38,0.716,0.124,0.31,312.0,0.2,0.317,98.0
