,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,300.0,1077.0,1221.0,324.0,191.0,90.0,4.0,39.0,194.0,164.0,123.0,13.0,133.0,5.0,7.0,9.0,14.0,45.0,11.0,0.301,10.1,10.9,0.92,0.373,0.5,0.873,0.2,0.313,197.0,55.0,0.371,131.0
1,Total,Away,298.0,1117.0,1252.0,313.0,184.0,69.0,14.0,46.0,169.0,133.0,106.0,7.0,136.0,9.0,10.0,10.0,19.0,42.0,12.0,0.28,8.5,10.9,0.78,0.345,0.491,0.835,0.21,0.283,185.0,39.0,0.354,124.0
