,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,213.0,571.0,651.0,134.0,110.0,17.0,2.0,5.0,52.0,56.0,56.0,4.0,77.0,7.0,5.0,12.0,14.0,3.0,0.0,0.235,8.6,11.8,0.73,0.308,0.298,0.606,0.063,0.261,51.0,-22.5,0.273,70.0
1,Total,Away,214.0,612.0,682.0,138.0,109.0,25.0,0.0,4.0,54.0,34.0,43.0,5.0,114.0,11.0,5.0,11.0,11.0,3.0,1.0,0.225,6.3,16.7,0.38,0.286,0.286,0.572,0.06,0.269,44.0,-32.8,0.256,57.0
