,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,39.0,92.0,106.0,19.0,10.0,5.0,0.0,4.0,15.0,10.0,14.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,2.0,0.207,13.2,39.6,0.33,0.311,0.391,0.703,0.185,0.326,12.0,-0.8,0.308,82.0
1,Total,Away,41.0,110.0,123.0,22.0,16.0,3.0,0.0,3.0,12.0,8.0,13.0,0.0,52.0,0.0,0.0,0.0,1.0,2.0,1.0,0.2,10.6,42.3,0.25,0.285,0.309,0.594,0.109,0.345,9.0,-5.3,0.266,62.0
