,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.333,0.0,0.333,0.0,0.0,0.0,-0.2,0.24,48.0
1,Total,vs R as L,37.0,99.0,116.0,26.0,17.0,7.0,2.0,0.0,4.0,11.0,13.0,1.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,0.263,11.2,19.8,0.57,0.362,0.374,0.736,0.111,0.338,14.0,0.8,0.324,106.0
2,Total,vs R as R,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
3,Total,vs L,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.333,0.0,0.333,0.0,0.0,0.0,-0.2,0.24,48.0
4,Total,vs R,37.0,99.0,116.0,26.0,17.0,7.0,2.0,0.0,14.0,11.0,13.0,1.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,0.263,11.2,19.8,0.57,0.362,0.374,0.736,0.111,0.338,14.0,0.8,0.324,106.0
5,Total,Home,17.0,45.0,57.0,11.0,8.0,2.0,1.0,0.0,6.0,4.0,9.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.244,15.8,14.0,1.13,0.386,0.333,0.719,0.089,0.289,7.0,0.3,0.322,107.0
