,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,491.0,1393.0,1596.0,373.0,284.0,61.0,22.0,6.0,186.0,102.0,180.0,10.0,301.0,9.0,6.0,8.0,16.0,66.0,19.0,0.268,11.3,18.9,0.6,0.354,0.356,0.71,0.088,0.336,182.0,-1.0,0.318,103.0
1,Total,Away,488.0,1468.0,1680.0,361.0,271.0,54.0,17.0,19.0,202.0,126.0,179.0,11.0,339.0,6.0,8.0,18.0,18.0,53.0,21.0,0.246,10.7,20.2,0.53,0.329,0.345,0.673,0.099,0.306,170.0,-22.5,0.301,85.0
