,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,381.0,1347.0,1481.0,338.0,220.0,59.0,9.0,50.0,174.0,183.0,95.0,5.0,218.0,19.0,14.0,5.0,19.0,13.0,9.0,0.251,6.4,14.7,0.44,0.306,0.419,0.726,0.169,0.263,167.0,-3.7,0.312,92.0
1,Total,Away,366.0,1373.0,1496.0,388.0,271.0,71.0,7.0,39.0,183.0,161.0,84.0,9.0,205.0,14.0,15.0,9.0,13.0,15.0,4.0,0.283,5.6,13.7,0.41,0.327,0.43,0.757,0.147,0.305,184.0,11.3,0.325,104.0
