,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,240.0,901.0,962.0,266.0,158.0,44.0,16.0,48.0,143.0,129.0,46.0,9.0,183.0,1.0,8.0,6.0,9.0,18.0,6.0,0.295,4.8,19.0,0.25,0.327,0.539,0.867,0.244,0.322,148.0,34.9,0.361,124.0
1,Total,Away,244.0,954.0,1013.0,255.0,171.0,55.0,5.0,24.0,131.0,105.0,46.0,2.0,232.0,1.0,8.0,4.0,14.0,15.0,12.0,0.267,4.5,22.9,0.2,0.299,0.411,0.71,0.144,0.327,108.0,-10.8,0.304,89.0
