,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,11.0,38.0,41.0,7.0,3.0,1.0,0.0,3.0,5.0,6.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,7.3,26.8,0.27,0.244,0.447,0.691,0.263,0.167,4.0,-0.7,0.294,83.0
1,Total,Home vs L,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.3,0.0,-100.0
