,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,169.0,541.0,575.0,149.0,101.0,31.0,11.0,6.0,74.0,59.0,23.0,1.0,134.0,4.0,1.0,6.0,7.0,27.0,10.0,0.275,4.0,23.3,0.17,0.309,0.407,0.716,0.131,0.356,63.0,-2.2,0.311,92.0
1,Total,Away,176.0,554.0,590.0,131.0,90.0,29.0,5.0,7.0,78.0,41.0,25.0,1.0,139.0,5.0,1.0,5.0,7.0,21.0,8.0,0.236,4.2,23.6,0.18,0.275,0.345,0.62,0.108,0.303,46.0,-21.3,0.272,69.0
