,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,210.0,528.0,583.0,126.0,104.0,15.0,2.0,5.0,69.0,39.0,36.0,1.0,125.0,4.0,1.0,14.0,8.0,18.0,2.0,0.239,6.2,21.4,0.29,0.292,0.303,0.595,0.064,0.303,43.0,-23.8,0.265,62.0
1,Total,Away,235.0,661.0,731.0,154.0,124.0,23.0,2.0,5.0,80.0,41.0,46.0,0.0,160.0,9.0,3.0,12.0,17.0,22.0,9.0,0.233,6.3,21.9,0.29,0.291,0.297,0.587,0.064,0.299,54.0,-30.4,0.264,63.0
