,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,120.0,333.0,362.0,75.0,48.0,13.0,0.0,14.0,36.0,43.0,24.0,0.0,73.0,1.0,2.0,2.0,10.0,3.0,2.0,0.225,6.6,20.2,0.33,0.278,0.39,0.668,0.165,0.246,34.0,-8.7,0.288,83.0
1,Total,Away,106.0,282.0,316.0,60.0,30.0,15.0,1.0,14.0,43.0,44.0,23.0,0.0,74.0,9.0,2.0,0.0,7.0,1.0,0.0,0.213,7.3,23.4,0.31,0.291,0.422,0.713,0.209,0.235,35.0,-2.6,0.308,92.0
