,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,52.0,166.0,181.0,44.0,22.0,9.0,0.0,13.0,23.0,30.0,14.0,0.0,77.0,0.0,1.0,0.0,4.0,2.0,1.0,0.265,7.7,42.5,0.18,0.32,0.554,0.875,0.289,0.403,29.0,7.5,0.367,131.0
1,Total,Away,41.0,127.0,142.0,26.0,15.0,3.0,0.0,8.0,11.0,22.0,10.0,0.0,45.0,2.0,3.0,0.0,0.0,0.0,1.0,0.205,7.0,31.7,0.22,0.268,0.417,0.685,0.213,0.234,14.0,-3.0,0.291,80.0
