,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,307.0,1230.0,1369.0,390.0,226.0,108.0,9.0,47.0,234.0,206.0,122.0,13.0,157.0,3.0,13.0,1.0,13.0,48.0,7.0,0.317,8.9,11.5,0.78,0.376,0.534,0.911,0.217,0.33,235.0,75.2,0.384,137.0
1,Total,Away,314.0,1300.0,1460.0,370.0,227.0,72.0,12.0,59.0,223.0,172.0,137.0,6.0,187.0,11.0,9.0,3.0,16.0,58.0,13.0,0.285,9.4,12.8,0.73,0.356,0.495,0.85,0.21,0.293,225.0,54.9,0.363,130.0
