,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,12.0,17.0,21.0,5.0,3.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.294,19.0,33.3,0.57,0.429,0.412,0.84,0.118,0.5,3.0,0.9,0.375,131.0
1,Total,Home vs L,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-100.0
