,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,892.0,3104.0,3621.0,838.0,467.0,184.0,5.0,182.0,484.0,602.0,430.0,27.0,576.0,45.0,38.0,0.0,87.0,27.0,8.0,0.27,11.9,15.9,0.75,0.363,0.508,0.871,0.238,0.275,578.0,156.2,0.373,130.0
1,Total,Away,886.0,3268.0,3729.0,840.0,480.0,162.0,4.0,194.0,502.0,537.0,385.0,26.0,664.0,47.0,22.0,0.0,88.0,33.0,5.0,0.257,10.3,17.8,0.58,0.342,0.487,0.829,0.23,0.266,543.0,108.4,0.356,122.0
