,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,10.0,30.0,30.0,7.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,10.0,0.0,0.233,0.3,0.533,0.067,0.259,1.0,-2.1,0.23,39.0
1,Total,Home vs R,4.0,13.0,13.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,15.4,0.0,0.385,0.462,0.846,0.077,0.455,2.0,0.5,0.366,140.0
