,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,250.0,808.0,877.0,209.0,107.0,47.0,5.0,50.0,117.0,122.0,59.0,4.0,242.0,6.0,4.0,0.0,19.0,6.0,4.0,0.259,6.7,27.6,0.24,0.312,0.515,0.827,0.256,0.306,125.0,22.4,0.348,121.0
1,Total,Away,239.0,819.0,876.0,195.0,91.0,60.0,9.0,35.0,109.0,107.0,45.0,1.0,260.0,9.0,2.0,1.0,14.0,12.0,7.0,0.238,5.1,29.7,0.17,0.285,0.462,0.746,0.223,0.304,102.0,-0.2,0.317,96.0
