,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
2,Total,vs L as R,52.0,102.0,113.0,22.0,13.0,2.0,2.0,5.0,8.0,14.0,9.0,2.0,29.0,1.0,1.0,0.0,2.0,1.0,0.0,0.216,8.0,25.7,0.31,0.283,0.422,0.705,0.206,0.246,11.0,-2.0,0.294,82.0
3,Total,vs R as R,89.0,235.0,253.0,37.0,23.0,4.0,3.0,7.0,12.0,19.0,12.0,1.0,82.0,4.0,1.0,0.0,3.0,0.0,1.0,0.157,4.7,32.4,0.15,0.21,0.289,0.5,0.132,0.204,9.0,-20.6,0.217,32.0
4,Total,vs L,52.0,102.0,113.0,22.0,13.0,2.0,2.0,5.0,10.0,14.0,9.0,2.0,29.0,1.0,1.0,0.0,2.0,1.0,0.0,0.216,8.0,25.7,0.31,0.283,0.422,0.705,0.206,0.246,11.0,-2.0,0.294,82.0
5,Total,vs R,89.0,235.0,253.0,37.0,23.0,4.0,3.0,7.0,14.0,19.0,12.0,1.0,82.0,4.0,1.0,0.0,3.0,1.0,1.0,0.157,4.7,32.4,0.15,0.21,0.289,0.5,0.132,0.204,9.0,-20.6,0.217,32.0
