,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,423.0,637.0,705.0,148.0,102.0,31.0,0.0,15.0,32.0,86.0,54.0,0.0,144.0,8.0,5.0,1.0,16.0,2.0,1.0,0.232,7.7,20.4,0.38,0.298,0.352,0.65,0.119,0.275,65.0,-15.7,0.288,82.0
1,Total,vs R as L,858.0,2350.0,2640.0,644.0,432.0,136.0,2.0,74.0,156.0,295.0,264.0,26.0,414.0,5.0,21.0,0.0,64.0,7.0,1.0,0.274,10.0,15.7,0.64,0.346,0.428,0.774,0.154,0.303,344.0,39.7,0.334,113.0
2,Total,vs L as R,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
3,Total,vs R as R,205.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-100.0
4,Total,vs L,429.0,637.0,705.0,148.0,102.0,31.0,0.0,15.0,67.0,86.0,54.0,0.0,144.0,8.0,5.0,1.0,16.0,6.0,2.0,0.232,7.7,20.4,0.38,0.298,0.352,0.65,0.119,0.275,65.0,-15.7,0.288,82.0
5,Total,vs R,862.0,2351.0,2641.0,644.0,432.0,136.0,2.0,74.0,281.0,295.0,264.0,26.0,415.0,5.0,21.0,0.0,64.0,16.0,5.0,0.274,10.0,15.7,0.64,0.346,0.428,0.774,0.154,0.303,343.0,39.4,0.334,113.0
