,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,307.0,1101.0,1220.0,281.0,195.0,46.0,10.0,30.0,152.0,105.0,106.0,2.0,264.0,0.0,8.0,5.0,24.0,26.0,7.0,0.255,8.7,21.6,0.4,0.319,0.397,0.715,0.142,0.308,137.0,-4.1,0.312,98.0
1,Total,Away,307.0,1199.0,1304.0,292.0,181.0,66.0,4.0,41.0,151.0,138.0,95.0,1.0,294.0,5.0,3.0,2.0,25.0,25.0,9.0,0.244,7.3,22.5,0.32,0.301,0.408,0.709,0.164,0.29,142.0,-8.9,0.307,92.0
