,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,622.0,2176.0,2583.0,597.0,379.0,110.0,46.0,62.0,404.0,258.0,337.0,9.0,525.0,26.0,17.0,27.0,26.0,74.0,33.0,0.274,13.0,20.3,0.64,0.376,0.453,0.828,0.178,0.333,389.0,92.6,0.362,113.0
1,Total,Away,624.0,2267.0,2623.0,567.0,373.0,117.0,35.0,42.0,327.0,176.0,318.0,6.0,625.0,16.0,7.0,15.0,25.0,65.0,29.0,0.25,12.1,23.8,0.51,0.345,0.388,0.734,0.138,0.327,318.0,17.9,0.325,102.0
