,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,922.0,3385.0,3903.0,1040.0,769.0,190.0,14.0,67.0,507.0,461.0,464.0,70.0,471.0,18.0,34.0,2.0,115.0,23.0,15.0,0.307,11.9,12.1,0.99,0.39,0.431,0.821,0.124,0.338,572.0,115.3,0.357,121.0
1,Total,Away,904.0,3442.0,3945.0,1052.0,729.0,232.0,16.0,75.0,493.0,453.0,467.0,73.0,540.0,7.0,25.0,4.0,90.0,29.0,3.0,0.306,11.8,13.7,0.86,0.387,0.448,0.835,0.142,0.343,593.0,129.9,0.361,125.0
