,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,81.0,249.0,266.0,49.0,32.0,8.0,3.0,6.0,20.0,26.0,12.0,1.0,53.0,0.0,2.0,3.0,5.0,0.0,1.0,0.197,4.5,19.9,0.23,0.232,0.325,0.557,0.129,0.224,14.0,-17.7,0.238,48.0
1,Total,Away,64.0,223.0,244.0,63.0,44.0,12.0,2.0,5.0,22.0,35.0,15.0,2.0,49.0,0.0,4.0,2.0,5.0,0.0,3.0,0.283,6.1,20.1,0.31,0.322,0.422,0.744,0.139,0.335,29.0,-0.5,0.315,93.0
