,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,305.0,1100.0,1217.0,295.0,203.0,57.0,1.0,34.0,127.0,142.0,97.0,5.0,144.0,10.0,7.0,3.0,36.0,2.0,1.0,0.268,8.0,11.8,0.67,0.331,0.415,0.746,0.146,0.281,148.0,8.3,0.324,108.0
1,Total,Away,325.0,1199.0,1315.0,305.0,198.0,62.0,5.0,40.0,146.0,157.0,88.0,2.0,162.0,13.0,12.0,3.0,38.0,4.0,4.0,0.254,6.7,12.3,0.54,0.309,0.415,0.724,0.16,0.263,149.0,-2.3,0.313,95.0
