,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,755.0,2804.0,3166.0,762.0,456.0,165.0,8.0,133.0,412.0,438.0,297.0,43.0,624.0,28.0,36.0,1.0,68.0,34.0,9.0,0.272,9.4,19.7,0.48,0.343,0.479,0.822,0.207,0.302,447.0,82.5,0.351,126.0
1,Total,Away,776.0,3025.0,3389.0,801.0,452.0,193.0,14.0,142.0,411.0,499.0,289.0,35.0,675.0,31.0,44.0,0.0,86.0,20.0,6.0,0.265,8.5,19.9,0.43,0.331,0.479,0.809,0.214,0.293,463.0,73.2,0.345,115.0
